,mouse,day,led,post_led,trial_type
40,mhb100,11,"[-0.06873043165985511, -0.34036161003926707, -0.3695736974985597, -0.26178159803120526, 0.18575145504967408, -0.4876092507482786, 0.42366388662346394, -0.145820736616342, -0.6637223574936651, -0.0012123767280297106, -0.4859808555469705, -0.21973161512507322, -0.4259019828151675, 0.0640855003520423, -0.3812474728486279, -0.5142702938766278, 0.4243408618673094, 1.2018724857392231, 0.053954099510765886, -0.29690528604452554, -0.570597375689297, -1.0074961334673478, -0.6829658815824036, -0.08630419077367708, -0.5948819618231608, -0.3467311839111564, -0.317764437041537, 0.27742750131720406, -1.007976095466837, -0.24047406449817532, -0.16814247760041992, -1.1849923269978229, -0.48325907425870673, -1.2961749204027833, -0.49788749260677123, 0.3352130618635713, -1.1040664143131513, -0.7050806396889778, -0.5959376989694362, -0.7574884296433732, -0.40076031747101665, 1.0356086637310173]","[-0.22636953179998326, -0.4337232372698942, -0.45265600866120925, -0.26993867597111143, -0.3948021279658432, 0.05129249226040993, -0.30114769761100657, -0.04627499152998515, -0.4144279927680044, -0.03804756011999861, -0.40752307054684844, -0.11244599166125757, -0.6558787537522234, -0.24841132894094453, -0.3196723843052, -0.711689977489451, 0.13887143736913457, 0.4178392114148058, -0.23137452476157871, -0.3448441249517327, -0.17455477623692583, -0.22405968081320765, -0.128439200796218, -0.29775284130748453, -0.48990100813396087, -0.2377996703078336, -0.2814401799998849, -0.24133181143851723, -0.10771949751257644, -0.6780044544949343, -0.12291143107385358, -0.820032217073415, -0.012209263602965556, -0.49179727917513627, 0.3648663869105275, 0.25080727471559533, -0.5090104064287498, -0.24693641973699415, -0.43415000831051853, -0.7271147783738424, -0.5949603266534085, 0.3946146091646369]",sucrose
41,mhb100,11,"[-0.13107841610577792, 0.06462786860614023, 0.39907537038769325, -0.4338796890291739, 0.006478277443923556, -0.5629062515385598, 0.4751324195239878, -0.2742555694662642, 0.8887039912402059, -0.06388664046515581, 2.176776625306531, -0.5562735961874152, 2.487699759325783, -0.9006137073189895, 0.12222344374352928, 0.4566358384824548, -0.06691068555232149, 0.15277786851666078, -0.354640199575894, 0.4159709970759453, -0.2920328812986289, 0.004971612112764765, -0.20361129879621395, 0.4011575360402179, 0.4318068173165553, -0.12147335917594904, -0.15918742433289818, -0.7328558303467738, 0.2028106518953286, 0.18672534847108352, -0.0012284577083016568, 1.3644010439552223, -0.9417900893355887, 0.04315013106384426, 0.1210872884541255, -0.08396592393665987, -0.42256467212921717, 1.3503584292640112, 0.0414968082926252, 0.29640228035710164, -1.1175116367301188, -0.7187974553441255]","[-0.17125085122756922, 0.039927479352150054, 0.4372226468685301, 0.7626458242001499, -0.2648743848159021, 0.35788263525683156, -0.09377978962974237, 1.0778335328951656, 0.9166638223083085, -0.14250704637550782, 0.322672241840649, 0.6315422289633243, 0.06820374427695056, -0.10468566901944462, 0.38816991035042764, -0.00360562655455983, 0.7315970361678134, 0.3596221721374332, 0.35899023273138075, 0.44921151636343387, 0.2527334095115394, 0.8527552227096873, 0.10098482172542285, 0.2094257940377543, -0.09312091183960221, -0.11085516621757664, -0.35089260219362706, -0.7718119692522071, 0.6883647911554371, -0.6243959339354394, -0.5502452253413623, 0.9150229350652056, 0.11033807320556034, 0.16828234946039738, 0.062301974973444044, -0.6418256749272786, 0.5437405929546292, 0.21777509348274024, -0.17335091420905585, -0.06986140139495972, -0.7756774476860891, 0.08139809566145628]",water
42,mhb100,11,"[-0.5758448310933053, 0.4604766573425597, -0.3655818159283204, -0.04571514774939869, 0.9598208196373088, -0.12601777647501064, 0.5906297061756199, -0.11137433562754369, -0.6280847327606768, 0.22779653971546376, 0.39283981053879036, 0.002626946123554, -0.21548072053544406, -0.074960423934097, 0.6014707607503587, 0.5124658942721667, -0.28449305475783687, 0.227077931464154, -0.6955208196281604, 0.6480519550138226, 0.2115641952010045, 0.03891036972553187, -0.1153287974154034, -0.14233454682432448, 0.4552669442701382, 1.129018910562913, -0.11063101620066487, 0.05073336633213158, 1.049128152330535, -0.2621761118306546, -0.2933085327038112, -0.22199997739224847, 0.5726012098975618, 0.03835947270458741, -0.029790264649227655, 0.699527666549918, 0.0687321574623611, 1.4399449625118736, 1.5192743185668633, 0.0903525714121015, -0.12997307661334917, -0.8353508231721558]","[-0.13193879348941703, -0.3050005379703319, 0.5468650747896133, -0.4941632320198217, -0.6545189660595981, -0.23690191328375548, 0.9996828990635163, 0.06421034507248312, -0.315503962329876, 0.03967462882959445, 0.38225450277433504, 0.44674316274889925, -0.7351206550810255, 0.7568114077934025, 0.08925538280960639, 0.2802984859962163, -0.27695623117374907, 0.12767072965101403, -0.2640406780880964, 0.3677035638275624, 0.007345387608062715, 0.46602146473344697, -0.4512342053310778, -0.4715398207696639, -0.02290200319484789, 0.23574964555156902, -0.2017716054590487, 0.01589743101730717, 0.2011673610343832, 0.4994184704127024, 0.0637156092946449, 0.5074423285995863, 0.9421411747176293, -0.05627548132903197, 0.47347102898061455, 0.7964319894580884, 0.28051136562972157, -0.831351823556248, -0.024952992651358835, 0.7722870933357148, -0.6006383835889919, -0.2638451694556626]",water
43,mhb100,11,"[0.48455059774524395, -0.34248420034198573, 0.794915917474584, -0.2289892498914655, 1.439144235374394, -0.4959570499921361, 0.8258355684589281, -0.6846169061023967, -0.4035815269678167, -0.8833949440344222, 0.65478570508165, -0.4416752943517953, 0.0016239224434091335, -1.7458898534721647, -0.2612695548639754, -0.16979949557494664, -0.12194161853299659, -0.10502854373159481, 0.5148412435237636, 0.7206877511106528, 0.18120606672288903, 0.8213436766787601, 0.07721021033686244, 0.6337602926440293, 0.5540896561109462, 0.09429742809091213, 0.7207211246064216, 0.7507102360037925, -0.3855393328257844, 0.8081536365897375, -0.15109475479489304, 0.441644322245208, 0.22875208276227796, -0.20431844632596172, -0.6723820611371968, -0.9578805099608785, -0.4744533498844109, -0.12393820708787609, 2.596557473487111, 1.0694863651099362, 0.024355816819122106, -0.46981180988163135]","[0.5183664414770515, -1.0188861059386158, -0.5930358734559282, -0.16855030254249787, -0.21478852011156066, -0.47474144686651526, -0.21431502584187712, -0.010906716576318804, -0.36532026116551636, -0.36016940193994973, -0.5471702003397115, -0.6902819090946938, -0.8606236924992656, -0.269268166833102, -0.665138637384463, -0.9090793012331152, 0.3652423436778983, 0.5919328084480338, -0.5849827005776318, -0.6402050889470865, -0.6135217990726688, -0.8015033793847701, -0.9194152786777642, -0.23744967859747954, -0.936307512866449, 0.21217424660771797, -0.5708402869187894, 0.2858671600014704, -1.0569477524820723, -0.575716492519527, 0.1585141304340201, -0.33913516152860385, -0.24239272548583782, -1.220432302195971, -0.5595292556862204, -0.1550367292667469, -0.7379210439887207, -1.2635850809954952, -0.189095522033191, -0.7590017891813416, -0.13698121757484688, 1.2404332845674864]",water
44,mhb100,11,"[-0.5678160433167286, -0.5212337062944873, 1.6572940136074135, -0.24351884548580202, -0.42109835411298724, -0.2785714089511904, 1.8319073146062022, -0.698567494623876, -0.5297322313765409, -0.8223393588236555, 0.28354413968329917, -0.32882837101542883, -0.1762694701985823, -1.789664120257719, -0.5400788714604557, -0.4389032998173013, -0.3579319016691023, 0.4158361523404902, -0.5709490916895996, 0.8019393202920605, 1.95876266450074, 0.28276141533136545, -0.25787202977030527, -0.6135292129638704, 1.1023708748425844, 0.2654740647963607, -0.43718299944250233, 0.7671905115757895, 0.7520883439570193, 0.2447958485832809, -0.8569657641053771, -0.7944646657467311, 0.5403661391116675, 0.26329103174379226, -0.3973400409604842, 0.5542418877399476, -0.18385123173479961, -0.0036461917580958396, 1.5734305638344501, -0.20581706072323439, 0.361496085100719, -0.09472416842404523]","[0.11504942597857493, 0.42240905205213386, -0.24419349317618674, 0.20008164795772976, -0.4952481979818095, -0.19413987379305842, 0.5896584445958982, 0.198654993153375, -0.26482753485970134, 0.6940748152523207, 0.32172861781266954, 0.6124181311214721, 0.593571985481335, 0.46452192025843897, -0.7134548253414736, -0.37145170297546853, 0.6082852078248785, 0.3540156308999705, -0.16401574036412134, 0.25162635168557956, -0.32185307407259206, 0.1846767269359738, -0.1614318773118893, -0.7725241340934605, 0.027518055489612486, -0.13350801203247303, -0.09446643514648072, 0.3532658912758198, 0.029669731267991363, 0.4480410198827345, -0.724687135683521, -0.5065701421585876, 0.09715951748768806, 0.39845253828078553, 0.5296018426462731, -0.03483268813315214, 0.0005809650198150172, -0.5723918940550397, 0.07712722288506871, 0.20750046691957455, 0.32942640830411685, -0.29036729289576657]",water
45,mhb100,11,"[0.20125504336307995, -0.00838554744990371, -0.0708842608476197, 0.7268093449921825, -0.31075117818619424, -0.5984724941093588, -0.4436425949957444, -0.4521310775037664, -0.2706476320823782, -0.34639760431644046, -0.050643853208535455, -0.07686222207345168, 0.9715467043113959, -0.5636736939316173, 0.7314231782682797, -0.49104583734671836, -0.09300862449542482, 0.5559388756847331, -0.09294382080341214, 0.0784419783134663, 0.6173472564181872, 0.41752556576479066, -0.4605945610760043, 0.10169973954901196, 0.36154300767077263, -0.2231103358118035, -0.3983665798861641, -0.2899437403984221, 0.2936067759285468, 0.40799276478256896, -0.2234993163123902, 0.16003915629460713, 0.20146413231993768, -0.3177544105494685, -0.5689540114934828, -0.5589547819915722, 0.2095665148374255, -0.08547720453759226, 0.2511332010620919, 0.5537594172045567, -0.29481810899956223, -0.976196017674999]","[-0.05764755270268579, 1.0657615165231409, -0.43570677752970616, 1.8312212213615784, 0.5370239877867823, -0.5441035898379694, -0.07362275631674085, -0.25193057744619346, -0.7575481460750907, 0.0873570297839946, 0.2258569555053388, -0.49229067266249016, 0.0545396746235242, -0.8514334739642815, 0.005685627693716368, -0.3948224513119323, 0.8176487895767308, 0.9234259690110117, 0.9313735818189629, 0.6096982891501606, 1.7914593181434586, 0.8250744266954682, -0.4394230650773722, 0.047473426942885824, 0.7257182960070362, -0.43957957365589184, -0.4142408309725735, 0.08702527123768053, 1.1884434886641622, -0.4821094762483198, -0.58959311822927, -0.4343975205172124, 0.9226018460486936, 0.37711321128215164, 0.4635523302208687, 0.4730984916165783, 0.9970563121797971, -0.3014701124999628, -0.18188138186813882, -0.016157675691503167, 0.2912669777692182, -1.301413302659994]",water
46,mhb100,12,"[0.3587199419482595, -0.04242029040854544, -0.11342917436571115, -0.13574364080943252, -0.35042097945547507, -0.23965008898349552, -0.14787155006625943, -0.018290385169357284, -0.18657246057345134, -0.7495974269133546, 0.7413699291519867, 0.6255632199927149, -0.3232863787620806, -0.16139375385846652, 0.3853586048955606, 0.1727283918917815, 0.07865974578278896, 0.9115169945880564, -0.1640419429507347, -0.135417326036638, -0.25672059647933154, -0.3669038851997966, -0.4454209624028096, -0.6004267545281452, 0.03758957056812379, -0.2863212320878714, -0.268599359279678, 0.4167344207635548, -0.22140854989248007, 2.041105189281709, -0.4207338629369922, -0.29952240943604824, 2.264301119189778, 0.5647400329116827, 0.6656098181710348, -0.5809002166144293, -0.35552780391578265, -0.3382647523553521, 0.4271512976772189, -0.32613547860998776, -0.1596202008915217, -0.03434257335192479, 0.22870684022980034, -0.015406709986402336, -0.7986036507161852, 0.9935797528366518, -0.2766307504837218, 0.5372586556967451, -0.461072209907493, -0.21622910222666517, 0.05201382213624181, 0.21146772044027057, 1.1043063449285833, 0.7046203470565027, -0.041930951379970105]","[0.031127203482284455, 0.003714727790755593, 0.1573811526989085, -0.5466838464628337, -0.6690764862631379, -0.6293713262761776, -0.13954939439001135, -0.47139717138431836, -0.6698071851554548, -0.7282292320445718, -0.5501418847110912, -0.5430426277786807, -0.6836961425191694, -0.5726527204512475, -0.6138862701877263, 0.09315864717574794, -0.552267030099155, -0.42562334767296733, -0.035516000982387774, -0.7288881965717532, -0.3407953746872185, -0.5274037198093959, -0.6773507694152852, -0.1445248322095418, -0.6367572324191105, -0.741358645072879, -0.4333096447941194, -1.0234199438141969, -0.7852994364489513, -0.5335708098278014, -0.6519539564628128, -0.3892609441978793, 1.3774268098912064, -0.19916059531384792, -0.9377809000906113, -0.6087980056062822, -0.31211550893357803, 0.6903656963374322, -0.412289363946551, -0.7340017574461092, -0.8880447471681387, 0.1824058147219681, -0.34161110367311115, -0.6599893558236811, -0.44199691014844716, 0.23066607056638966, -0.4682454750589895, -0.06198668495436163, -0.6101831027319862, -0.9272293365461428, -0.4900478963325603, -0.2598282752806204, -0.1732281008894866, -0.9100519463677751, -0.9234826742544602]",sucrose
47,mhb100,12,"[0.10646766600008951, -0.12509474191447456, -0.19947818862028238, 0.24241163875925914, -0.06662548073385792, -0.4327054320634, -0.09821701371383489, -0.35915212931894697, 0.1788012349631963, -0.8698718213777299, 0.6918178967379007, 0.5207040427344519, 0.11456426713284186, 0.35351225599125696, -0.3719231327423784, -0.5609889591093552, 0.15585523911008556, 0.15931889797252355, 0.20641598737365144, -0.37076602443168466, -0.4070646965307352, 0.9465084731887741, -0.3269522914695534, 0.18375147760149202, 0.13119809700537396, 0.8115571807074735, 0.12066974871147759, -0.09002946808017935, -0.47429320212287684, -0.6976281014715738, -0.20238646808706753, 0.5709573834483976, 0.257746871716821, 0.0024095564199427253, 0.028717162579798006, -0.6178406967380008, -0.3518253623611332, -0.3508141444476299, 0.6746162512052877, 0.3876043863134496, -0.5397560192474308, -0.22016691548755293, 0.36719822900921345, 0.05281844909474548, -0.544695280875832, -0.2262712966675677, 0.049692851989812034, -0.20408651132158395, 0.8175803507169298, 0.2391484647401317, -0.10382065852774118, 0.4826183138324095, 0.042989859505702374, -0.4202316273047132, 0.038471420505118384]","[-0.5203928876243902, -0.557497112326137, -0.37552243639198984, 0.06792374599752266, 0.1505632089886982, -0.6449848608889623, 0.25666393469814114, 1.0353535027169296, -0.5548945227009587, -0.44494221666323264, -0.3620563979482806, -0.20666879597035967, -0.42384199827148133, 1.1143676661466853, -0.17033092314965706, -0.6527954132755015, -0.11989911870167085, 1.460761530427168, 0.47676049062332887, -0.8087711115354171, -0.2701938066730176, 0.4470099602494017, 0.04208914924325219, -0.4390680895816018, -0.3087311592207606, 0.12673832007171792, 0.34574489175712103, -0.4904375223999997, -0.732891465032112, -0.01996045509081985, -0.2534261744724348, 0.8525074421251936, -0.17005295847232374, 0.09560561645597042, -0.04952417554820408, -0.8740324958001403, -0.5405588066144233, -0.7279552805721404, 0.4192021265248521, -0.13598748603685532, -0.1288256457513729, -0.19658753375739832, -0.5429918299985234, -0.8227012284176373, 0.12422939790859946, 0.1747899803486153, 0.27804604972525265, 0.8012011138898804, 0.25132852977452674, 0.15136960870154387, 0.7523708780917696, 0.2672923861530876, -0.3872897674901847, 0.3703732674695085, 0.14073446039864726]",sucrose
48,mhb100,12,"[1.054723025430416, -0.47548983202029754, -0.20695896314248224, -0.3112008026107369, 0.4404268795181348, -0.13299359573046018, -0.050204900543399676, -0.23197745580534676, 0.3240137229994239, -0.5925213495766138, 0.8486617552359451, 0.21744570052678563, -0.45590509359977405, 0.9795715674285679, -0.5186590982633537, -1.0480680491592218, 0.00010209735726196319, 0.8070674515408175, -0.3970213510672247, -0.36742320863126754, -0.2814778012136481, 0.6441668231249756, 1.0471609916585902, -0.3720235806811205, -0.00017487268621801605, 0.5800641847350574, 0.9750330769151665, 0.9275466078951611, -0.498038692413873, -0.2572127732523029, -0.08291955785824352, 0.24675824633427862, -0.08294229755312467, -0.3878965172195329, 0.1950488563566315, -0.3859228302354442, -0.5707201655642029, 0.8103355970665537, 0.6669898334193541, 0.6953883827770212, -0.08183739808103602, -0.07561945835758857, 0.7788930665292112, 0.16641732569060255, -0.26177903862224094, -0.24490984973661453, 0.5320549357577801, -0.3655741233252722, 0.6430491133970149, 1.0965507510445802, 0.23285799585661224, 0.7957785502656031, 0.584288351401641, 0.17812409102858676, 2.05406309716759]","[-0.48397803938213946, 0.17545306552043002, 0.40367297773088023, -0.5433639258814003, 0.30921780493539647, -0.6420946844675895, 0.07250505494233721, 0.5153227075736931, -0.7743244134256376, -0.07881452445930512, -0.13553530300882702, -0.48905600303009844, -0.8354099712699481, -0.32112352442479764, 0.10604028654050818, -0.4726213500572034, -0.5212062941049739, 0.11282853616587848, 0.5916491017208606, -0.8165181466182749, -0.07429473187021508, 0.018233049483121155, 0.2344962000588301, 0.5074246392358475, -0.2174974099206405, -0.4893963130882059, -0.07777678785480363, -0.09205855797362653, -0.9206804379354865, 0.4653186904519889, -0.9286776935338922, 0.14310403136906638, -0.3117568179055124, 0.5195209759259406, -0.44425631109486496, -0.5315061297468566, -0.5665274535712503, -0.5440422591753828, -0.15255613854416838, -0.2207366523905783, -0.3189090782798397, -0.9226057406773076, -0.6592391663765529, -1.0400067777787727, -0.539783583558608, 0.5230983682821272, -0.11565607371703313, -0.09263250351256853, -0.3650932421325721, -0.7986836829443951, -0.06003767636481507, -0.527355541161189, -0.7911915424733327, -0.009240898148253195, -0.2506833010860301]",sucrose
49,mhb100,12,"[0.513170361144273, -0.46174750784133417, 0.4503145363615512, 0.8458588294644808, -0.5306395033688123, -0.029637818036796514, -0.4546716372960975, -0.19905732437944013, 0.7147357425049161, -0.09435240773427284, 0.23115888077642685, 0.454671023509689, 0.7603841109314555, 0.39059684015199825, -0.45928854870865565, -0.511538527283443, 0.6055368870506553, 0.888218759044242, 0.9237290721139103, -0.4017016059032562, -0.3331342152832059, 0.11743577000316084, 0.09576245323440277, 0.26112420622709626, -0.18028917908786957, 0.9664883196834808, 0.4367086640744771, 0.9743451434277574, 0.11317936273788222, -0.3269540019589439, -0.6742245907586195, -0.17230489116679923, -0.11468282757594177, -0.0062441575162242476, -0.6137895334340546, -0.1623958823350727, -0.6967624179768596, 0.7433309456278452, -0.03950151502205421, 0.8024781602917831, 0.5368234303621126, -0.3639550162676631, -0.007245130562501097, 1.3031233933180044, -1.1864757889981725, -0.41528030584637493, -0.06102170935174306, -0.20496127682174572, 0.5330833877280848, 0.7011429487845706, -0.01634696834683497, -0.25172898478813915, -0.1122543187179844, -0.7402237050798439, -0.15406184744716284]","[-0.5337270572422511, -0.13018640577784588, -0.24396903185405824, -0.3119698713712602, -0.1566288974823273, 0.18107852448302497, -0.3575472488528152, -0.5679128531734878, -0.9816126976863762, -0.27668656701485933, 0.6053845853551987, -0.33000648294292745, -0.478693069288183, -0.18652619859938918, -0.6570686463286026, -0.8414013929119643, -0.0879242997039936, -0.26827110336335674, 0.5517421794062627, -0.4925654412653105, -0.6251259507411229, -0.17680173772340937, -0.6570388794080234, 1.6960000693018051, -0.6319932631927442, -0.08837155374656813, -0.4887218205053841, -1.303765510126383, -0.639139812022489, -0.6068098978514267, -1.1262356691590454, -0.2684280705963062, -0.1884125060750479, -0.3233306960485175, -0.2507458388958224, -0.5988913329790606, -0.35928271830649766, -0.5919074400308012, -0.9500559176303788, 0.3070269793324712, -0.6492228861615111, -0.6421068042223416, -0.7442144015484525, 0.10415333910823463, -0.19186460684923842, -0.19672140522027784, -0.4234490747200573, -0.026639100287306625, 0.3889130365634993, -0.48436503900725897, 0.15695682742026654, -0.36678977168604154, -0.7589648505191552, -0.9337208698478481, 0.05130086873485004]",sucrose
50,mhb100,12,"[0.8804865407801895, -0.5681986901820435, -0.772248368694223, -0.1579528572209219, 1.207706799159097, -0.21151763511783078, -0.5739616640593456, 0.3275121909292617, 0.1562058303662903, -0.6520795506056376, 0.2169063212245559, -0.6521942661491997, -0.5993023892336257, 0.3062698284260692, 0.357758288662563, -0.1152122465159474, -0.030119990109963368, -0.2850381796559216, -0.723828091625434, -0.0824368407992605, -0.5201272541179638, 0.40597559561675695, 0.16955679074514607, -0.5115423469831613, -0.49926982087679844, -0.1833340735106472, 0.3281376822776491, 0.6655115591197126, -0.2879773367640512, 1.8098765200614442, 0.08912992801249796, -0.4606407935573314, -0.23813042460003578, -0.2314848851240607, -0.6125439655182832, -0.633704544066699, -0.5525599429813287, 1.2416072103784908, 0.6587372154180947, -0.023337222571521977, 0.23745895720726612, 0.1559712458881381, 0.6044393266674233, -0.20360643906351178, -0.20526618933925864, -0.47621810344387283, 0.23678097231288997, -0.872102132644018, -0.7129350450553713, 0.41902308895737966, 0.07204108025058457, -0.31168196332554343, 0.49813421035399286, 0.7599088851401627, 0.4563065050770675]","[-0.41341269559561405, 0.2688616540875215, -0.31671208467602796, -0.647967170650635, -0.24444205205263603, -0.6009749216237994, -0.3836614559113241, -0.4575794175415827, -0.8244334317741324, -0.25474896743469455, -0.4642391211276793, -0.8922881309745245, -1.019811867697644, -0.19662583363493097, -0.8106817044900627, -0.5598330189292392, -0.4527317248908198, -0.8292648315303821, -0.5360557737531599, -0.456227380677014, -0.3866552448099386, -0.32288515994599554, -0.09121001845417755, 0.33404414142414124, -0.23348337463644017, -0.7580503252363897, 0.44757743943515943, -0.6631903172546566, -0.7443013972715087, 0.003540963315458157, -0.06305682473207616, -0.5456011978945506, -0.13242078849787298, -0.6750693093223519, 0.21790540145709364, -0.5119069611590237, -0.9196755395592764, 0.32004407468654117, -0.10482059264428388, 0.06313993646380017, 0.5626914603081011, 0.3955746726540648, -0.28508878664099296, -0.6844034258391981, 0.5327515942236697, -0.6469756004091342, -0.24196212837188436, -0.4655106001951383, -0.4635737363497432, -0.41053585357729955, -0.06949207377000798, -0.42613807330054787, -0.7366928491699649, -0.8704487178934799, -0.45230811290558526]",sucrose
51,mhb100,12,"[-0.3372289270654138, -0.22775896146038055, 0.007223622623114673, 0.507816236557945, -1.308969437349818, -0.35893890596626365, 0.5536080941763658, -0.5550322123140031, 0.8502023003856134, -0.2722330614245073, 0.26698707272915606, -0.4152284661628768, 0.162395941339355, 1.4171386793316636, 0.38257582549552815, -0.8182180718938502, 0.9304698841595066, 0.11187413812580985, -0.5493076308526306, 0.788892444133007, -0.9767617129152658, 1.6085358282002384, 0.9228769756736278, -0.4656970515702077, 0.299537875210422, 0.10827893120487067, 0.6471270849181819, 2.412635436507473, -0.6357073860485721, -1.490206142491193, 0.4959837396077113, 0.48861297246633845, 1.0615621229054377, -0.8965263834679609, 0.9636078678634347, -0.8023907355786641, -0.8952247006397628, 1.1393080649828329, 1.6586292678491246, 0.4655556168388879, 0.26947037634854026, -0.2393050147908392, 2.494630065049088, 0.4474671993997033, -0.9712643097016394, -0.8718811583475568, 1.906817131716105, 0.036773062270777, 0.4021656821774037, 2.2057497554100833, 1.0303603774874694, 2.28127909657297, 1.33088872918944, 1.4575335758411732, 0.4322110259510983]","[-0.19267888977037495, 1.300458505999702, 2.10374630786168, -0.35448137968493687, -0.650341904286892, -0.350753399078679, 0.7586934333578949, -0.3440184562438655, 0.44623546589126944, 0.1070645389796381, -0.3058716331864617, 0.5822866527966636, -0.1300816862458894, -0.209219318528354, 0.07817590390625687, 0.6230568670760116, -0.46534444933233565, 0.224987985603187, 0.7479439254908999, 1.2227297384613036, 0.12999518267504478, 0.11975377325294434, -0.27535472393455596, -0.45149336486796676, 0.07404581609546755, -0.23639877824172642, -0.626649000504991, -0.1000227359670016, -0.3626276825566433, -0.07476613709200189, -0.41404157324979035, -0.6006439397821598, 0.6044196524008109, -0.15229429901789818, -0.11532878004110848, -0.3482670923121264, 0.3719375466267263, -0.3819930875902837, -0.3000105134649206, -0.17042494069966208, -0.28285214427678684, 0.06267502745212382, 0.14289866725393585, 0.2996558487673883, 0.029172634797731255, 0.09597005166415334, 1.0034529658507259, 0.14780953133443317, -0.1559040197008155, 0.8364562676286605, 0.3391403833284225, 0.46325291830872223, 0.22170823844265522, 0.9180380027516076, 0.3260950713433969]",water
52,mhb100,12,"[-0.29508626700856583, 0.2313597427655099, -0.4263694837944404, -0.38930135879846217, -0.16768389663526015, 0.42032247755997765, -0.2239452575644802, -0.2516342877927493, 0.4232519292580794, -0.3439354900917122, 0.01674780057714323, -0.4641468715454925, -0.39401897980026634, -0.5389533158122903, 0.4192950208881484, -0.11832202870995469, -0.5257524262774679, -0.16271366277399044, -0.14249973071219738, -0.17606636106561913, -0.8302385815606065, -0.26331221337671257, -0.7585281136914807, -0.3487914818214534, -0.361023728032765, -0.7239782166442297, -0.8015257281357833, -0.13163733771394934, -0.15167965568554426, 0.20392303224078231, 0.5361385943231718, -0.2137088111537797, -0.022495055537936036, -0.20397977086417893, 0.44998254037060414, -0.03183443662889339, 1.4091265945862523, -0.35777457566059206, -0.4872280762654301, -0.29608895770065763, -0.1455179407420626, -0.21618696712539953, -0.03647230236064587, -0.4239399908859163, 0.9488723396184728, -0.3508953345443322, 0.11518893416735637, -0.4125281233453717, -1.2272647028429433, 0.1039051468529798, -0.3528039851224939, -0.31287406472047025, -0.026774088435085133, -0.24721722830320267, 0.3476555125225274]","[-0.3806771015688677, -0.17095145683599355, 0.655184769826558, -0.6842107709221125, -0.10057661953466172, -0.4219140226595, -0.22068441367662303, -0.37277134475696605, -0.5708911428010632, -0.3542634502272044, 0.1522836931578156, -0.09046864497859812, -0.39715174283583543, 0.5783788658897213, 0.9063617877660335, -0.26597017938386264, -0.395437762629931, -0.12165563071401693, -0.639205839241612, -0.4420729886223785, -0.4224885020739709, -0.11584096752040444, -0.013435331328485445, -0.5939256240161994, 0.0656445742378623, -0.8972831220681654, -0.4544954914166465, -0.6741032603755158, -0.3928722911795568, 0.05129484404517844, 0.5518058539036994, -0.2537027338902507, -0.6160023641417791, -0.18566731260661684, -0.15757591166616544, 0.6160660566617595, 1.0610634331095303, 0.24281338660190832, -0.001099896998543141, -0.310104774137414, -0.2505126077343659, 0.802033518067679, 0.7414530458165483, -0.3599256666549544, 0.8155729104854136, -0.7689218972716599, 1.1001010885703297, -0.18782977220088184, -0.13916426527491527, 1.203006950059601, -0.6135669877270634, 0.21275081678441551, 0.4425042700843591, 1.4475393323629744, 0.2728379714969591]",water
53,mhb100,12,"[0.06564920404683015, 0.12381925264621756, -1.1017853043615766, 0.1282262460733532, -1.1755775914340107, -0.5018129139891029, 0.024692829351362886, -0.3159112919830611, 0.4447378326865717, 0.983185291251913, 0.20710867330914703, -0.5213021604392839, 0.3014235829256293, 1.5592812791912818, 1.0042790058185513, -0.4710794827370788, 1.0122869549784494, -0.1635292292752703, -0.884491453904609, -0.4349791279345792, -0.9291955024397581, 1.851439803931521, 0.7387536414848015, -0.5807679494480634, 0.18324606056244552, 1.108771172523224, 0.260354219291025, 2.3955058889036867, -0.12694384711547732, 0.22156264160647568, 3.405590484200089, 1.014484846808039, 0.05113060169365862, -0.7302678790022035, 0.009723083582978284, -0.8727269032445995, -0.06153942658769351, 0.7773231621544017, -0.3064784050652105, 0.3362045974365109, -0.05039256310135472, 0.8316464185995612, 3.70159974792783, 0.7544649450943751, -0.07565946479030322, 0.3926782872272894, 2.0872285469990364, -1.0727343964520852, 0.486566327198448, 2.775276912812306, 0.990871145323052, 1.2784765103136495, 2.5164395422280528, 1.4186476312767404, 1.574911315363811]","[-0.26025196698876585, -0.043052485789703394, -0.42973865804195394, -0.7788826009299369, 0.2403173962987592, -0.003123090549286179, 0.2530978443466637, -0.07601038889005823, -0.422787066079512, -0.23063759480668833, -0.164891646956719, 0.6068100036536949, -0.7854959642385501, 1.1812449640340246, 0.3606859648844664, -0.419769493614842, -0.12609996261623668, 0.6478242425323775, -0.7648487467338092, -0.17772689535074765, 1.35611269641884, -0.32056961833327224, 0.030236894131831244, -0.8208714204883467, -0.19253305786906236, -0.24675083605106932, -0.8868392463772233, -0.4268409666206573, -0.08306375787566643, 0.4552526569493717, 2.4786405887748035, 0.1280943009177179, -0.12914561442825762, 0.4536605644703853, 0.5645704572660597, -0.6183744633699878, -0.34099733352878225, -0.07724082987615488, 0.025473042212723243, -0.11388071643757311, -0.7020188063346653, 1.7366390731523587, 0.5199908521802857, -0.9291444723478084, 0.5904596466636804, 0.628971131915015, 1.0561148501373838, -0.7831417865301619, -0.04499149947221915, 2.2700432107413158, 0.2820149431572658, 0.1453286663368022, 1.9570951088250115, 0.9365878500117266, 1.0366423384039045]",water
