,mouse,day,led,post_led,trial_type
119,mhb108,14,"[-0.35329400850008985, -0.5693390263204218, 0.09688139689336649, -0.4361143236546063, -0.15278141564469255, -0.31105623189077297, -0.3761226588246367, 0.4204355840119397, 0.8491096049528982, 1.1241189024030176, 0.23179702042084369, 0.9354601047736184, 0.26302003251366785, 2.3181799088199275, 0.31736615339577073, 0.35564875706188886, -0.43133777657788425, -0.009577605415832142, -0.006356803155143809, -0.4229089677777594, -0.1170744163508776, 0.08517221775362899, -0.4570728342166901, -0.45342673217291607, 0.754516970924406, 0.3165485738885939, -0.47033558375004114, 0.7599691118774164, -0.1555977874021742, 1.642783670374548, -0.010089921515662454, 0.2838930557515167, -0.47559233695713843, -0.15756742436407503, -0.12311397433332849, 0.15631425383408004, -0.3617944113269563, 0.23870813658836648, -0.20901000680560963, 0.04684763958295756, 0.47004376715420343, 0.7830011451316231, -0.44358258330654143, -0.3611443221688881, 0.03381014477736014, -0.24409347207787394, -0.20158178709538063, 0.8055917766264395, 0.22349234780671665, -0.5161229191999259, 0.4459061377545955, -0.3041017764352391, -0.590243696159918, 0.17828513143466526, -0.24435961365597292, -0.1589460551758055, 0.09830479905735268, 0.5608555437435796, -0.48133560803654224, -0.11210344889268858, 0.6485439501395788, 0.2642298880742678, -1.1516152349572717, 0.23426160724763503, -0.525872833345936, -0.018821570271324053, -0.42967188546006463, 0.3813529781579198]","[0.17024866564764646, -0.7221038433542091, 0.45804548827396546, 0.6871812648340512, -0.2350218535833808, 0.19546452469626183, -0.4986256511936743, -0.30454127604530545, 1.5910097609869522, -0.1841411998552808, 0.11298877400480759, 0.30086210241793415, -0.18217351029022447, 0.2976616238402843, -0.42280779700166443, 0.485850124282987, 1.0028494033075193, 0.13482901777221273, 0.6824417107797904, 1.0700209391683908, -0.17887334886320624, -0.5328516643973567, 0.5123347738543497, -0.3004023380013212, -0.20348494988153706, -0.017265354907763354, -0.395325710242807, 0.09608091227656207, 0.34876506884652925, 0.28971706880823767, 0.04840121810519, 0.9570466503197316, -0.18093521763936, 0.9316039152692587, 0.8672420381724661, 0.4418156354766658, 0.40589984686059283, -0.17019094202887197, 0.3775935236867198, -0.0553397183718796, 0.34849625984304616, 1.039302175991695, 0.08245122532881399, -0.19289929049024565, 0.12026294278953994, 0.32399220144559343, 0.5493368360287508, 0.23754399934417095, -0.1451252168943943, 0.5001640629785254, 0.7336445309172052, -0.34552681122334705, 0.40281007777793054, 0.4292997155811901, -0.12326896121391295, 0.03352775088941118, 0.12028535802262966, 1.034540049937791, -0.0792729227903693, 0.5860086583767586, 0.2733849540433629, -0.01741550214724189, 0.29573811988544385, 0.521687881307639, -0.640532111248168, -0.24221267662091073, -0.27270151696791556, -0.43551094391268036]",water
120,mhb108,15,"[0.7809786128742908, -0.3259559102130483, -0.631170644625255, 0.3455769408258589, 0.29329763915157037, 1.0736741833466894, 0.05118601619277742, 1.4924364868645446, -0.29439711684369047, -0.12347970601796601, -0.2998164002838606, 0.7401421299972918, 0.9157837007123548, 1.7793859830660028, -0.3840899834527757, -0.13054133728767978, 0.009698242344118566, 0.3308689035156615, 0.03581770417274143, 0.08787562492420954, 0.5614555023285316, -0.39476113979168675, 0.10431430159695693, 0.32452606022478586, 0.8349434582035992, 0.8617500019534953, -0.40311756137503296, 0.2251473326688173, 0.5143962279187259, -0.06400796391127989, -0.1426989626288892, -0.35867305136815114, 0.9864158683597659, 0.5216574367732063, 0.3543601723432246, -0.3272962195817191, -0.4729206089634031, 0.49237924204310746, 0.22208464005048018, 0.6427977831470364, 0.23186423417384922, -0.34555753047320703, -0.5280664494258255, -0.7616727000428539, -0.4161970870418259, -0.10325888917213837, -0.755618715220559, -0.059460475016156825, 0.1282363177982775, -0.3337891300974315, 0.22206701265112788, -0.7810895751986142, -0.20454310216833907, -0.5843788314887429, 0.18452359085284617, -0.5199423213678039, -0.4673343436093042, 0.48827603289046123, 0.09462171889358581, -0.4630236987460037, -1.1568233481993229, 1.0038048481697732, -0.6530380996071673]","[-0.21212427053635308, -0.21972088001803824, -0.3786735902526786, -0.25668274739586056, 4.509434036469417, 1.0219218534354364, -0.24381207890093406, -0.7034908679260341, -0.07053538983121703, -0.3389488951340439, -0.12374230701167455, -0.9051736585228471, -0.708330523190286, -0.045382747145358227, 0.32581608188766836, -0.3421605375946232, -0.489488143448838, 0.2606142056906876, -0.673591178137054, -0.5838931560479821, -0.8008304750009315, -0.9344308161467927, 0.9360994089273839, -0.5362718181070852, -0.8860643730317165, -0.5710282008037995, -0.5516287270961291, -0.6398946547021643, -0.5924869510896065, -0.32452152536161716, -0.8627606855356931, -0.4034963769755608, -0.7192968327700675, -0.22090888505138773, -0.3853839312911164, -0.2312952371135328, -0.977954854850103, -0.8687801067629493, 0.1178791991169512, -0.44085754544969646, 0.7571545527385415, -0.7294235296631549, -0.8344253297433966, -0.16019566923971656, 2.0325970339619444, 0.47558773425078177, -0.5470497007121399, -1.0749834349113532, -0.31282706700175666, -0.34524361569626816, 0.017817628841889973, -0.2068757121628194, -1.1441128943298056, 0.06596275965529715, 0.03878836477198147, -0.5142718729653462, -0.7621592240300168, -0.16553765717792587, 0.022803982325185195, -0.2483885073106458, -0.8467786458225024, -1.2612882583029605, -1.2444605165310552]",sucrose
121,mhb108,15,"[0.3743614043612573, -0.4502837516762288, -0.3777771693852836, 0.08655846718612523, -0.271437999061856, 2.1562543213411667, 0.115420391501828, 1.3254340841610066, -0.278131619705929, -0.1868272362905889, -0.2953140353705878, 0.27334789716558067, 0.64555609343148, 0.21266387865098027, -0.3444677743966908, -0.22345193844798372, 0.04516096243436581, -0.04976236490191088, -0.15411134992569891, 0.9132297393532786, -0.17798220427124486, 0.1934878104067614, 0.03898174572070286, -0.3269027803591008, 0.5449534865714007, 0.4735359924991487, -0.7887904688845885, -0.018779824668019203, 1.0220029905790724, 0.44190883059028013, 0.5686132346598823, -0.4976475053453176, -0.5268059873141757, 2.200435444966269, 0.8107566819925703, -0.6212765543280231, -0.07057695348809884, -0.4262388843735828, 0.048142618179569524, -0.5027040626081561, -0.5404838488212336, -0.5992050429512724, -0.7682262763387263, -0.5171105788273507, -0.02422725348967842, -0.5376296228643929, -0.4668840480108556, 0.23177382314646597, -0.5087276615500638, -0.6408976002131452, 0.7845490167921526, -0.8970364017807163, 0.061377191942427106, -0.18363556595777378, 0.743082716608751, -0.6623553509140153, -0.6156297173836581, -0.20317498274432005, -0.18756665687099347, -0.3220265502633869, -1.400479729736339, 0.005336353215391161, -0.765720059081809]","[-0.16403427212428995, -0.2772986528547723, -0.2696036344576411, -0.32388467609892363, 0.7753695495462186, 0.2965136408950896, -0.19276084123016585, -0.6576351527506832, -0.17451990907948445, -0.25295405187336545, -0.1370198959354228, -0.6272043363849972, -0.5362017245430616, -0.5494039277269606, -0.18858908347369874, -0.2246857854175223, -0.4965529210284729, -0.322863618572228, -0.4472774121854611, -0.04072479285953741, -0.7064855669468444, -1.0230683924570572, 1.8962461705825944, -0.43500385794990415, -0.11771564707188159, -0.7479616732407588, -0.8671737774722543, -0.7580733979381092, -0.40994041397890085, 0.08819586213964535, -0.6988707410022023, -0.3934216328347192, -0.7946408408255653, 0.5624801808903279, -0.11931136466967243, -1.027998104633919, -0.8309406464908959, -0.4437155606415083, -0.387126947340983, -0.783337458075798, -0.16592114774324693, -0.5807382508088019, -1.0181356305685898, -0.12339930574143977, 0.9795686956063, -0.21418531514245262, -0.7139282437770588, -0.8118349565783756, -0.5972258873084929, -0.6924916682718022, 0.24303559817652112, 0.5171356540440061, -0.5401361892553747, -0.731431086785653, 0.8776591529539151, -0.6136695188497715, -0.7405689252244477, -0.9904385811648594, -0.28669326037038406, 0.29416660338160644, -0.8863408367771478, -1.0459112929654146, -1.235633835794606]",sucrose
122,mhb108,15,"[0.597232423505482, -0.4614726366333935, 0.5673840841633659, 1.7897899140059292, -0.5284786513357836, 1.6833064902527164, 0.14838528309265867, 3.1613222528856846, -0.19785086889694878, -0.15326416891256142, -0.3533589482648308, 1.9088558843485457, 2.1887625719184847, 1.0645964390437797, -1.0975267285725756, -0.31336252842873735, 0.013347077258018094, 0.2609401546365083, 0.06445455269256883, 1.6778208247245763, 0.15312194817488486, 0.057807802389554734, -0.8665297763683711, -0.5465438329885806, 0.6962836174978863, 0.33398816916878415, 0.13225700332000961, -0.24562016685559732, -0.056731814216217834, -0.2895871240457286, 0.4875455686750577, 0.03458176340485417, 1.1609295405981934, -0.2904655821209331, 0.36611473368919795, -0.7464079438477726, -0.12668113888819407, -0.3002242684645255, 0.09042358752651823, -0.02020626325995325, -0.13312395417968934, -0.505420758738378, -0.40139272108419166, -0.4737143640611147, -0.8114538804296106, -0.587139335908549, -0.4900555244512944, -0.18781385398079833, 0.01991891377812989, -0.09044810283035663, -0.6588652885761979, -0.3631748174050484, -0.6324069742999342, -1.4040581471066216, -0.49686258639467296, -0.40415976211630705, -1.0656222927096426, -0.49143452726289844, 1.3753850780103485, -0.48016120199556367, -1.1072888063760085, 0.129191359270565, -0.6455639288181451]","[-0.10725622565866151, -0.17341490577398616, -0.43649427222577686, -0.33443455352297186, 3.2354810276293513, 0.5586785496959465, -0.31206246786629016, -0.627892277016262, -0.7223679674977278, -0.2951411763733473, -0.342110454653128, -0.7426565680915587, -0.5664881945046507, -0.8825322330483896, 0.5531287795657436, -0.5583926512717304, -0.34909939549242214, -0.26828298097960523, -0.9747910716499825, -0.16694178560360362, -0.6270837395639477, -1.2696591213541755, 1.471181630743994, -0.44271425692074606, -1.0091806821545966, -0.7473518610789314, -1.206811255785911, -0.6942800382955283, 1.2571161643825928, 1.1543947215913362, -0.3872162013078113, -0.6115598249352185, -0.6330729773639548, 1.4747552109662756, -0.891119314910795, -0.9161214409646494, -0.8015599052401233, -0.8870219914224563, 0.042578185316625994, -0.507961984663705, 0.13641486760860705, -0.8738377285717605, -0.9871254874949126, 0.49115774566116693, 2.9800443065475837, -0.7635231196096777, -0.6222570366515403, -0.7223800084766164, -1.0936507614721553, -0.8036171187101876, 1.1424267461163797, -0.45282135742058943, -0.9698186486033218, -0.5750917592133291, 0.3933529168840418, -0.8031799293164736, -0.6002707263545155, -0.9205235844927719, -0.6555172133241526, -0.1881549720422857, -0.5905845299893538, -1.4940269844368816, -1.0214947479638556]",sucrose
123,mhb108,15,"[3.2529107345194204, -0.6590096580756383, -0.46950161679082797, 1.2294448298027052, -0.35746032737266903, 0.16808494161633758, -0.164358778200376, 0.6789529819220572, 0.11373328230370469, -0.23418543690641397, -0.8361857888946269, 0.8206457265501654, 1.0270264085356775, -0.09938427690581376, 0.6846962000153212, 1.967257988977275, 0.5032371999971377, -0.06703450768509879, -0.3620177126527517, 0.34934142594355855, 0.15277693609082243, 0.14005986304078416, -0.4263219722572332, -0.22799569077723328, 0.1640343248855431, 1.2846076157950517, -0.9150880586468719, 0.7014190667176231, 0.9739126736576853, 0.5616891816251445, 0.046525805922311, -0.624662454240979, 0.7385354663070547, 1.2401164169645182, 0.7784402276130871, 1.0309424552755135, -0.2619533486474989, -0.01801499611634315, 0.3158763535578684, -0.053809334755766915, -0.0020009249996288505, 0.171511897880535, -0.3719093523766334, 0.012144721297184939, -0.12084975374898817, -0.7910456269238825, -0.13889236968135577, 0.02644967688114411, -0.3424401614009323, 0.6196442668077217, 1.1661458987201692, 0.1711167212374996, -0.07428451449160475, -0.20232787104028907, -0.31025719149602626, 0.4376303988663457, -0.0874734937985151, 0.6536580498687284, 0.03878713753246603, 0.09777023096941086, -0.7818860619588361, 0.29976690206080453, -0.4264366914286423]","[0.3770088931224067, -0.2002329265543127, -0.33755162848929615, 0.1805478300900468, -0.33861122031666324, -0.4140492489564348, -0.5372808048887404, -0.05709089414087185, -0.7596010887429767, -0.24532131276157162, -0.37187338545316545, 0.03588507733508441, -0.315549078938403, -0.8486648036171958, 0.05668087034008769, -0.24668042273751223, -0.6305643880367034, -0.4757975165731667, -0.43003421674947967, 0.021283773849275177, -0.05835017480158792, -0.27967058557692387, 0.9195181592811009, 0.9477944987018945, -0.7060918177823087, -0.12121098666401713, -0.3113930474906979, -0.4477423433156585, 0.03609973010268582, 0.39150459774333574, -0.33197679514960693, -0.0803977988330354, -0.2673291978376802, 0.3828811061610333, 0.477848715743987, -0.11803650508046344, -0.34553115734378204, -0.4224670604858469, -0.41831301898509177, -0.2510119684878055, 0.23112318890739741, -0.658446953227359, 0.1885563018645456, 0.3123394429946921, -0.11270253385694656, -0.24522203640279613, -0.3962390348899119, -0.13146677783014463, 0.80594384763779, -0.6355354881658423, -0.20709634851733197, 0.08535063678210758, -0.11547372976542232, -0.04584167948534904, -0.30414664948820863, -0.7084586524820518, -0.5055872805910699, -0.5726683347753766, -0.2881801527806556, -0.43038220795429727, 0.8653340561728503, -0.1012515307325894, 0.4256647323909811]",water
124,mhb108,16,"[-0.12179350915220052, -0.13845322042064712, -0.05564636263282894, -0.14813573822718534, 1.006984283048762, -0.2406927342298355, -0.012779581747277493, 1.604028694754368, 0.3964804229865292, -0.12301882599351685, -0.15219414600968775, -0.41363746308448773, -0.4418953539477501, -0.17495372073127496, -0.2673192979887852, 0.3054922175455761, 0.34770125046186084, 1.4679285441674332, -0.5434946399588186, -0.19471381990470993, -0.19003342271113174, 1.2011854070071883, -0.4385893092621411, -0.1758460392241698, -0.29753641051142726, -0.47669259378948187, 0.04732280005343586, -0.13451573071134884, 0.7025308439847, -0.5570651265643923, 1.4917598775791532, 0.02536574774396067, -0.10898895008399816, -0.710954476879114, -0.3889396508275903, -0.10043820269041552, 0.11149515481199401, -0.16443742560253627, -0.016093892697020794, -0.5662071120575467, 0.13954594183849142, -0.574845245770581, -1.0096203989066161, 1.246131579689761, -0.14869172614888237, 0.06602931052058006, -0.7098731854020844, -0.8047616175114543, 0.4715849697953344, 0.3954883865507175, 0.3356213324280375, -0.7422241174606071, -0.07844049107185783, -0.46978603649435174, -0.41420647832970975, -0.500536723465342, -0.940917556692535, 0.27948091584578905, -1.0639205343010212, 0.6110457847443655, -0.3293106891946389, -0.6078831402893334, 0.7325457444972072, -1.1560277119483942, -1.4245986677501996]","[-0.2371353734568589, -0.12346693727940093, 2.2610591995453166, -0.34043777003946124, 0.49358907696061316, -0.3566952608571802, -0.4490937834422666, -0.471463013287321, -0.450355458076542, -0.2865683446618743, 0.28895126910236757, -0.26219643444514446, -0.344138611207268, -0.6167881719347784, -0.7609653129401298, -0.29244504122647713, -0.4819611671377525, -0.21635169259206527, 0.2325969482048401, -0.5821646146390765, -0.7149739806163246, -0.2823908916242632, -0.18641024575732854, -0.823719821891079, -0.5364846169160393, -0.20263106579548393, -0.6487753391779592, -0.834876929872985, -0.6462475148328536, -0.19008367641000498, 0.046783316571331904, -0.5269279384324251, 0.11980065247455651, 0.04224687930158584, 0.053890657018487484, -0.30215911970269477, -0.5951339125130909, 0.009462780084329731, 0.5690278982231531, -0.7324601312922022, 0.3640966107981581, -0.8743085998867149, -0.14850869800921132, -0.0642840324797935, -0.2775123189526771, -0.13478754101324908, -0.3917874063880745, -0.31022441261733785, -0.40511094380945234, -0.5531913273828741, 0.462355532378874, -0.3605349102079172, -0.6431914349430209, -1.0829761107519165, -0.7637099501699732, -1.0332886382524078, -0.16735918043986772, 0.6308611141962541, -0.765622217529951, 0.7555423526680299, -0.11810928774169724, -0.3322178923730586, -0.059698361736235626, -0.3903322899422519, -0.8803374372988666]",sucrose
125,mhb108,16,"[-0.11790879592136132, -0.5090792394534959, -0.40720477700201113, -0.1704052675271417, 0.5579093394945752, -0.14965136684395827, 0.03041621896079126, 0.7083953630589355, 0.16998263813441647, -0.34288647853156684, -0.3190480211701256, 0.45366118019711044, 0.14414598557506902, -0.5149940556590948, -0.4744510379748345, -0.03202078543704895, 0.5179865693054715, 0.8310830164128719, -0.20252912296951744, -0.7450122585903078, -0.1657691582108774, 0.3122893911139146, 1.2812358564704562, -0.26308261366419405, -0.46835718984517266, -0.554925471605453, -0.3389111217293534, -0.3888899483804188, 0.21434817788450392, -0.32830658049538836, 0.5845327461401291, 0.2930933739466366, -0.3232038929107918, -0.5511621664269618, 0.028671793094103937, -0.41571361603025253, -0.04300882122651547, 0.4975075588387228, -0.3835489575707241, -0.6037581440543234, -0.012738199615495273, -0.44925642185391884, -0.024570236983311046, 1.9070086152080201, -0.06698773725975671, -0.067527553173094, -0.9357395600391137, -0.5910119646077676, -0.21061480564642, -0.8612180230378476, 0.16900454670583065, -0.7299414899919935, -0.30317904217361924, -0.684357802124408, -0.7589818434757313, -0.78078522506176, -0.8776474820240553, -0.6462566329423763, -0.10408556380137589, 0.41516384547680185, -0.08552502918443751, -0.35005351511844907, 0.9279090648586498, -1.2499163158353817, -1.4677559672013019]","[-0.22866779392927133, -0.49089904654503475, 1.351714806241449, -0.3659523743225907, 1.051064669857384, -0.08647353216011842, -0.5065217152726775, -0.5042034618605087, -0.8795327169957639, -0.5157341569224371, 0.6877328628790211, -0.33712367782134856, -0.3724595380642239, -0.5813089446729754, -0.7701745771537281, -0.4586705514815276, -0.4094319776930483, 3.080280297298695, 1.058937887848537, -0.6255668018132076, -0.4855142839209707, -0.35289447797875745, -0.33213493963585655, -0.4862428094066069, -0.46125588799251066, -0.5221048170677448, -0.2776612142476653, -0.5009691656285624, -0.9072510466647117, -0.5807222249429855, -0.12978775019699432, -0.7497279685765239, 0.0420694162137925, -0.4029732861327834, 0.7905481233692725, -0.8193607501119631, -0.06065444774991864, -0.36190851427345355, -0.03728439537272838, -0.6441075440781597, 0.2193165788239233, -0.640844321547098, -0.005144669923095493, 0.027443887493186672, -0.5748457097257047, -0.22228198370551078, -0.7426881858766986, -0.34574287184138197, -0.8374213904376001, 0.8447079521465477, 1.0573474358294785, -0.8881569586569474, -0.6556603549862715, -0.7721232729068275, -0.9538753735805214, -1.0167668048041305, -0.7023820267504151, 0.21646333133527457, 0.41514401232756293, 0.25578765303586193, -0.6060240096375501, -0.5724075544799108, -0.2416085971949757, -0.5281543214860478, -0.7953492620253707]",sucrose
126,mhb108,16,"[1.156979697049902, 0.06591482987080435, -0.4284771541484664, -0.22005637542396994, 1.1460535485434709, -0.36356715392863487, 0.4686403120950468, 0.3241975300686681, -0.266223702012371, -0.5859942350977142, 0.038118854626320954, -0.4765505945908156, 0.0748512583167238, -0.5766621196064332, -0.5821982639546588, -0.5192284038718922, 0.3681559900641674, 0.648017656479355, -0.13063384213517373, -0.6413050910732894, -0.6592742869171045, 1.0858772412002318, 1.1471466656570632, -0.15839606932809983, -0.035324721366661004, -0.2869288994761959, -0.45263798769317026, -0.11589928498039316, 0.407655678433413, -0.13576548655250342, 1.1975365652358319, 0.08193791847764587, -0.8178863145805301, 0.6773115742570032, 0.031701640596822116, 0.17032538734481623, 0.21326954229417383, 1.1689420766637637, 0.3896954975668634, -0.8819342512755299, -0.5234441669367069, -0.46727276195809664, -0.266440858249861, 1.2951404498739036, -0.3141555393247617, -0.36174139535966265, -0.9979530627910452, -0.657343036923045, 0.07091759461646155, -0.6789879477817452, -0.3898893353245601, -1.0153325491614955, -0.2618900658388112, -0.42115827069245104, -0.7316026854657902, -1.1997173182799434, -0.43237524452877857, -0.6679288434068128, -0.530416239508344, 0.5906360666468538, 0.16300163358630773, -0.8508668405025842, 1.481470495746033, -0.7389126023718844, -1.541755556985543]","[-0.26852564313717203, -0.3721214205102871, 3.620506909156109, -0.47096242689900786, 1.0891163374959896, -0.3414728440809135, -0.6002278409585309, -0.7134423562169849, -0.8340909769699177, -0.4142020604542617, 0.6545880184154229, -0.46293318835735275, -0.5721091738959218, -1.0008568460673997, -1.12208014037384, -0.3195282298416215, -0.7625804598451502, 0.030975066822743896, -0.09191000136925162, -0.6919250848769338, -1.0094977834507712, -0.6693109678815403, -0.6901404105881517, -0.8360595462729389, -0.5893725705651582, -0.8023089522838165, -0.8798035039358183, -0.6891843713313984, -0.9629432873559435, -0.6392537149619765, -0.4686211165168204, -0.8754275518955579, -0.5936962117277612, -0.2436221763001244, -0.31479758652713796, -0.5825262561745695, -0.35567058187803086, -0.19138979296042793, -0.21194016565364604, -1.0480575327522996, -0.6595680278772583, -0.8147608719858584, 0.5278673541832173, 0.261692087758211, -1.2156373320704899, -0.7048409623112724, -1.1491185402014188, -0.8731311801694857, -0.654186561082733, 0.22241994323430567, 1.4127117145165822, -0.6908006862181685, -1.1042971862073008, -1.0011896382770895, -1.1346725749962254, -1.1393779628683247, 0.058069253265897874, 0.07608322164321303, 0.6780364791636196, 0.025021179448824073, -0.37125703407352806, -0.899504049365403, -0.7397114409077934, -0.863293078034872, -0.9231356535724939]",sucrose
127,mhb108,16,"[0.0436373001320384, 0.16921526660345118, -0.2508991002247513, 4.17973018549706, 0.9049585365329741, 0.05338257029945579, 1.36592414537996, 1.1207092863661152, 0.4993257166510492, 1.4958370306362219, 0.07740251071967515, -0.49512309761008244, -0.3389398484725268, 0.36737843657646363, -0.31724905866701797, -0.6996078725821523, 1.50234837623465, 0.7995248057234244, -0.5493032459632957, 0.5896809656177726, -0.09260796161004828, 0.7831855845006389, -0.4468453509856637, -0.04311627942317122, 0.4308840841885449, 0.6050661379236671, -0.31175700958529595, -0.6450321494905729, 1.574960670707451, -0.6178597408108977, 0.6028186166681326, 0.29055773723447387, 1.7010180421489736, -0.7654519625791092, -0.5523481753700732, 0.897386454900571, 0.12659073727620526, 0.2669954924503214, 0.23690095879648074, -0.660686399239268, -0.33759543651263574, 0.32025335640928076, -0.4138410484758216, 1.4846631975412987, 0.3811221717724756, 0.434166499493281, -0.07428546915812784, -0.6570885889360193, -0.6257846264136532, -0.9841424248570634, -0.8252300979599517, -0.7308741776685811, 1.7304247486958741, -0.09818961616185623, -0.7623688586442863, 0.22305219178142038, -0.4062311351872686, 0.4082522243269274, -0.37448137298055045, -0.3823649767521983, 0.05968237322065622, 0.5887608533314703, -0.6114638040652022, -0.46642407551698806, -1.3078051568945832]","[-0.06296718462837284, 0.11713129960280445, -0.3210336379316255, 0.546997162184158, -0.46169727148460926, -0.3718579849577873, -0.16008949869184322, -0.4849452555806536, -0.05286761815813995, 1.3308503104359801, -0.3092693545017583, -0.14950771579224872, -0.4737564755612557, -0.3444314406600886, -0.22518065696264944, -0.17718541434869822, -0.3720335637197052, -0.7612709215343646, -0.42724758882672237, 0.11827724392613713, -0.0906669680866912, -0.3804850905349052, -0.40234592460219126, -0.8018377532175072, -0.2823379936582005, 0.07844600717283493, -0.09929635235026357, -0.15201833749057567, -0.2615475066038954, 2.9404728621306107, 0.21267610204751639, -0.05474953687829064, -0.48067900708018746, -0.7917239463700498, -0.7366183906140847, -0.048434192952813454, 0.11304691018438268, 0.019594368282132294, -0.16474007160354004, -0.486664147364678, -0.524639744245869, -0.5413145482616548, -0.2707155932366024, -0.4772685523844771, 0.08291266731724548, -0.4500991236448042, 0.07832038100094574, -0.5809659796419911, -0.5350388077834715, -1.3221870152267847, -0.7356704506742812, -0.8756982668310925, -0.563596653511756, 0.3107806239393332, -0.8024689085857134, 0.35621109014846536, -0.47082540234538817, -1.029964014556636, 0.7364017957749143, -0.8544503899672637, 0.06881036257141537, 0.5801042763137234, 0.4249968088044206, -0.6207915007628605, 0.545460060586802]",water
128,mhb124,11,"[-0.591267517343214, -0.41947100622784367, -0.24591485583681336, -0.5150391049038198, -0.25474258581717013, 0.13834496322176307, -0.5359978198105672, -0.3505173949044215, 0.4359813134101359, -0.3114781025189643, -0.059882871552597555, -0.2271070918777201, -0.1658707732742229, -0.02803815169652112, 0.20343003179076874, 0.21124085952508678, -0.3979965353509221, -0.6737813321043706, -0.576324554203271, -0.35233616947961366, -0.13579038458273796, -0.015556854158172272, -0.5361513990788153, 0.7352605866512283, -0.3391948360783903, -0.4661710802576576, -0.8085356065878218, 0.3189115734886568, -0.09810030632887004, 0.009594381885675598, -0.35329386605799257, -0.743483132307633, -0.7160422093852526, 1.0041050626086179, -0.19495720017553755, 0.8583296805079057, 0.8920155426389853, -0.2993622467504851, -0.1815079673552199]","[1.0913584780729555, -0.18002268707987948, -0.17261399953613343, -0.8691699092502599, -0.351348395251869, -0.21982349535096404, -0.3204826402708867, -0.34796774942276776, 0.5190288000272893, 0.6828421579324929, -0.23563289046433544, 0.23575078116651915, -0.3712459060594871, -0.26575904137720774, -0.36734175329845564, -0.20383688825928298, 0.196994995507384, -0.6457157512172641, 0.3492754933389492, 1.1461243673140982, -0.07597032479944169, -0.4859993731922727, 0.4175977333035208, 0.42436364715742436, -0.6261820354243531, -0.2642245758031512, 1.8679057589513957, -0.019308284451885125, -0.21791354293751614, -0.24406675823053467, -0.263516368871862, 0.4316256488359617, -0.41744416946424623, -0.6791829149332712, 0.9526626610184818, -0.038558244977336904, -0.08436543215084183, -0.238023780009254, -0.11072709573704155]",sucrose
129,mhb124,11,"[-0.28978225037202726, 1.1541927393698568, -0.3819845447611598, -0.16775416767940857, -0.07597802143166373, 0.4397839178123418, -0.5760484024756115, -0.08306733287838557, -0.290447311685322, -0.3266603716301673, -0.2958332536910599, -0.20448422627340468, -0.05399844636191026, 0.09089568080326829, 0.46092759115787396, 0.07416454348590255, -0.576094572888728, -0.7063795339378744, -0.616532223439145, -0.6636356588893078, -0.11149648055492467, -0.3402447615329157, -0.17896869658473022, 0.5405434612966569, -0.3186990638906945, -0.17569016689291164, -0.2531305392096046, -0.176585559110451, 0.41192551771805935, -0.19385507008738126, -0.2433317647829348, -0.372589559845901, 0.06988758860185044, 0.2510183648410788, -0.15587249857706081, 0.2966869123412795, 0.6029941747143999, 0.606673865855662, 0.18832291304925505]","[1.2597813709192585, 1.7360747722017027, -0.46677688008915846, -0.7965567235924766, -0.36412280295004756, -0.16401341376206224, -0.09536213694491834, -0.37770583701533716, -0.14190548441655676, 1.412946351261618, -0.8563342655103423, 1.8768759389986946, 0.2700852153832148, 3.4734493146564374, 0.3393535312890947, -0.5202974281433104, 2.002268361762707, 0.9077418561057176, 0.26969478132128244, 0.4492667881555374, 0.008955822054614834, -0.3168668349187548, -0.2669755046805955, 0.5405606634658497, -0.7331426007739972, 0.18615362528559132, 1.6796945320226164, -0.6796573357872173, -0.6134226623387146, -0.7083198297230109, 0.05077238837247706, 0.9916715892830966, -0.2280936192810773, -0.5953790609934073, 0.2243606756764265, -0.04327804017593661, -0.27748434306604475, -0.1838734416871928, 0.16152884736079476]",sucrose
