,mouse,day,tone,post_tone,trial_type
20,mhb99,12,"[-0.31797068175042126, -0.2708174233667506, -0.3609458190045784, -0.11224263208112811, -0.10305663906498003, -0.36410982937060726, -0.27480111962805776, 0.5842409133612528, 0.15019619568925827, 0.4031464904985861, -0.38839820938211533, 0.4870839965268411, -0.06659736487401648, 0.4389626096880631, -0.14175706408158437, 1.3540204042492554, -0.39793393417329703, -0.4625456863460728, 0.5631074484967328, -0.3288063262279848, -0.09505507663325022, 0.40718368900355656, -0.39697946586303284, -0.007689027234238812, 0.13257639295719015, 0.4822278108712988, -0.053908388081128064, -0.4247901623463881, -0.123471371133421, 0.16819925534057742, -0.3353379636278699, 0.0833232141112918, 0.23300746267094694, -0.4016835341852136, 0.3155345155794822, -0.0538202092343329, 0.324294687469884, 0.023381392389431713, 0.19093849780725752, 0.21281243260361865, 0.08546685770746919, 0.006256551807991087, 0.5479068703883018, 0.5664887898760792, 0.39619575170370885, 0.3508924810818274, 0.5683023168154436, 0.26969601184653574, -0.8867440607027801, -0.38605676213474394, 0.1772962618577173, 0.32621031228612246, -0.17909352629867611, 1.027524480743427]","[-0.3292481261561693, -0.39412768696394196, 0.8073483408336267, -0.216590650255074, -0.23156062914265044, -0.06215627451969234, 1.579203200421151, -0.18056638665511895, 0.29052189384702437, -0.45891956755725455, 0.08525966625757618, -0.4795241177141844, 0.20047693895538182, -0.1934127441916402, 0.6325198096450327, -0.45257407185419246, 0.03681101695087148, -0.0970845555960046, -0.0653891388296027, -0.38737876545757205, -0.1729297198662144, 0.042457294516219345, 0.6884318936524778, -0.2730508128613444, 0.4040972521330669, 0.5047002031371022, -0.43209486041165057, -0.3106902666822875, -0.30324215061322907, -0.5412824968286281, -0.4889091681966525, 0.32717159987859823, 0.11752048323748436, 0.8314149908588034, -0.22492863857815115, -0.06061167082029099, -0.06433655115495422, 0.795022243293289, 0.23736152440749597, 1.0068159884189967, 0.6903904518422002, -0.2697668410607146, -0.5112739267268668, 1.1296413919791732, 0.9247743337335527, -0.32853448402476443, 0.3147001424964263, -0.6095254837495502, 0.034024550016238615, -0.12866782019907455, -0.670453247241345, 0.5236600794120391, 1.2039481831586945, 0.11743480169013079]",Sucrose
21,mhb99,12,"[0.1370023322240594, 2.1510446550909004, -0.13653547038833636, 0.059943180751047015, -0.4681325079086358, 0.44703599870793576, 0.4178259654137204, -0.31205522448136974, 0.4633197361155439, -0.33552486361506323, 0.3222752913602077, -0.1427088196135931, -0.0204925591602807, 0.12275893803915812, -0.26773949741982417, -0.46674167110536974, 0.059295094929423434, 0.06587399532224378, -0.17865549723137542, -0.46072500807328165, 0.7953698329108743, -0.2528068605864424, -0.26158307440663026, -0.19135202089796932, -0.14317699437319828, -0.2008187360957522, -0.27104974247684166, -0.39232621935158557, 0.364526386681125, -0.40412968748965494, -0.3071336308875545, 0.899075309000571, -0.4445473194402009, 0.12935793002414542, -0.09709451175421507, 0.6824742507194772, -0.1844479772207293, -0.6597176125627683, 0.4131701035808885, -0.029043802358167736, -0.2842252639095696, -0.2737498433403376, 0.006779557204213559, 0.07003955148447365, -0.47507728931368576, 0.7530648009983069, -0.2836143132910549, 0.18346049036101741, -0.6657222084736104, 0.18452007029240186, -0.17980730895200417, 0.6226432486315071, 0.8125317305728794, 0.0895270068000545]","[-0.23737712830914542, 0.3703344286322775, -0.027689810620142488, -0.11995520200218182, 0.13814697898141662, -0.10269794533498136, -0.15033887531166418, -0.26463521904249226, -0.28014963769038864, 0.08520050534516575, -0.329175464544181, -0.2073028247226363, 0.6590476343347642, 0.8830819111764502, -0.26827951171914505, -0.41777462346883204, -0.2695150793947331, -0.045133026558415945, -0.3638535481803034, -0.45736048534077417, 0.8181284667177133, -0.2923074650255788, 0.5514023109304258, 0.010480015098645296, 0.41754506518132506, -0.3790250630003731, 0.9445464478958608, 0.099600995295432, -0.019041823604059187, -0.18866007809793642, 0.031001237725913545, -0.3412573689275902, -0.4646006880526372, 0.1894449723992189, -0.043260466988229676, 0.06854477969690043, -0.2946064506694366, 0.42427721382561145, -0.16569039468502936, -0.6108188672881796, -0.4610298919932788, 0.2398498437022223, 0.35338177636713275, 0.15142034959736497, -0.34944939396975677, 1.4591542936368997, 0.558290036007574, 0.706920902931711, 0.30461900955960153, -0.17423844181737388, 0.3649933079472864, -0.060164917460965035, -0.14641859703221577, 0.14316545432657646]",Sucrose
22,mhb99,12,"[-0.036717458970191914, -0.2702699966566093, 0.8775278812509829, 0.16680176886534512, -0.12716131593597169, -0.4059576485926416, -0.04520635634443827, -0.4376550644509248, 0.17124434314942943, -0.12528412899788283, -0.3285965727524152, 0.009210331699360625, 0.09938064643758905, -0.2915952435957299, -0.3498362101074593, -0.038719112239600735, 0.44579507905752336, 0.2103707866967844, 0.8513846631068329, -0.405886330253162, 1.012501664304438, 0.0692416428657416, 0.010140524432315372, 0.4476382077059336, -0.26044449848650736, 0.43021398285486906, -0.11760460556912256, -0.8436751199680879, 0.24168218266886266, -0.18622380770593505, 0.4269619178872807, -0.32209903448237015, 0.8917739456398036, -0.2171498595295766, 0.6124825430268365, -0.05737898006954719, -0.12498702165134157, -0.17208593541254752, -0.6733530373089526, -0.04327507391572813, 0.0631514924606696, 0.22055567390924952, 0.1339459392475509, 0.07558660407897286, -0.26406208461013353, -0.5643599643153836, 0.3907627627889371, 0.19502824471509125, 0.23650031019589496, 0.09587912380694284, 0.011310745465270272, 0.48514177513396656, -0.6104497827528016, 0.20947520218101537]","[-0.02050686879097962, 0.7964099268015875, 0.5258061620868008, -0.40122618211264055, 0.5550435881925141, -0.23790965419182616, 2.7388802683532103, -0.4009389733365322, -0.38072532900731476, 0.46104993068144606, 0.3278451021180887, 0.04042780679058639, 0.11781066896509895, -0.4190518051829347, -0.35648783188683186, -0.378837910945175, -0.051622958846881624, 0.9472170771572582, 0.1408654955166026, 0.09884385012526811, -0.2216652356966391, -0.08553562251669976, 0.22927533688391533, -0.0717677797868925, 0.058172268353896765, -0.29514753754268397, -0.05939529335648494, -0.3008944410290845, -0.028709696541520266, -0.45317094498445226, -0.3133530956837462, -0.5412531541015044, -0.23309755961048667, -0.29345637882969156, -0.28941993719429043, -0.14573359244451603, -0.22067148787414775, -0.3967818228781424, -0.1492057196472903, -0.1971803248220468, 0.39355881219690636, -0.11779447737910814, 0.12423237850135092, 0.20799111641185328, -0.17507050488806153, 0.13786327586635544, 0.231767541848567, -0.8492687249956079, 0.49267249212425845, 0.07837168329172736, -0.6247673610329652, 0.5224767856388508, -0.501358322388192, -0.5213905439157194]",Sucrose
23,mhb99,12,"[-0.39317035790298277, -0.26316877466945343, 0.18139928756574095, -0.05925291736242392, -0.16003495570322215, -0.3488236946852873, 0.022308762615789627, -0.1920425169165138, 0.10190534745894717, -0.1371232857800191, -0.25868079465319416, 1.9783163783736628, -0.13314364886586905, -0.2928973267144446, -0.46408303804885337, -0.28501551092927535, 0.2401088716684908, -0.5267356807316418, -0.3915386973676458, -0.25158228787399595, -0.42716599940645245, -0.11318235690590972, -0.45703224937931025, -0.1583303645173787, -0.49610843678650796, -0.4165975801911027, -0.12885421228310456, -0.1084412394464601, -0.20852658229927792, 0.014158847956274027, 0.6695231927956448, 0.06868809942736302, 0.2820561400542664, -0.7389588963405637, 0.04553689814032887, -0.1883913920679846, -0.0035299394835321277, 0.0741036606283145, -0.4465964821034457, -0.4174533169270686, 0.5617268731902111, 0.7862253311554841, -0.701283622579109, 0.7957894558740822, -0.8950601549787058, -0.12744079051393944, -0.6883820886310269, -0.9703891385837522, -0.046086979324069015, -0.43230727573292155, -0.660811185626102, -0.34097217945268077, 0.9204462886759198, 0.20282708704211042]","[-0.16655188428796533, -0.23800308710281043, -0.4268859691960207, 0.08462754096014889, 0.5408308247057126, -0.22339913047580626, 0.2103307284930945, -0.23225641318805146, 1.1858221529170876, 0.22890609736411183, 0.7995503035117457, -0.2856937714472293, 1.9684598195909713, 0.5630141617537313, -0.2394020806755344, -0.5860949980046072, 0.7335686142757277, -0.18990418648896035, -0.44164658104207827, -0.11735130108957259, -0.4309822981501676, -0.09490659140004598, -0.4954993213648433, 0.12389388795567662, 0.4772357884867009, 0.28643074569137644, -0.4294948174900241, -0.44065339339767307, -0.19583648566876938, -0.17073229231540044, -1.0679346072250584, 0.5350831663795954, -0.4598597714948573, 0.031056968243428594, -0.5944533086799921, 1.4064069997868787, -0.4821089988003175, 0.060565655198255124, 0.3398945593475134, -0.17334170754761158, -0.44731232271484295, -0.5719977140460254, -1.4565304226308458, -0.8165713172194877, -0.45715813482464973, 0.41574709028619566, -0.33937391491387153, -0.18957965611847796, -0.8927799273485861, -0.3241027335074955, 0.6815661681447709, 0.8736069035189082, -0.12039025600889557, -0.2969688915239853]",Water
24,mhb99,12,"[0.722074018640854, 1.1510378250202655, -0.13464851720475013, 0.6171849800929321, -0.321877531779434, -0.21364783149564107, 1.1141741743794653, -0.16318753767048286, 0.027642993621414775, -0.370158868743124, 0.8406120333067073, 0.3777507413737247, -0.16703438585002534, 0.5620127638387673, -0.3981366031662952, -0.32309319956957716, 0.22194735587491696, 0.8432658710716463, -0.41754325155383987, -0.12096011834026643, -0.09054217010255439, -0.286682067866706, -0.3121285125699711, -0.12069636572131916, -0.10232043153293889, -0.015696807508573322, -0.37625980859908303, -0.3394730784542275, -0.04440332573160237, 0.20232586826398216, -0.5532426087807008, 0.5288512849355201, -0.3968943251503929, 0.8204431781644391, -0.10066355049492673, 1.7111561916162437, -0.37383824972766516, -0.6906639866957528, 0.5829320497868595, -0.4644053250736073, -0.13485848169080106, -0.24830913976733676, -0.015423127550210707, 0.2714395688741273, -0.3722099770430105, 0.5191999084499405, -0.36992344841719604, 0.1767740146955883, -0.06737028856220893, -0.14083125924787168, 0.07556813844062395, 0.08214186802661692, 0.41941384304994594, -0.2746890923379809]","[-0.4044231909809001, -0.18189713394810741, 0.17835153741829363, 0.07016510948235291, -0.33993919292737995, 0.3421910943997776, 0.472281699201568, 0.29585593233761165, -0.2459514334767381, -0.24512034050540885, 0.012065213637331233, -0.290619940927526, 0.07234095217361539, 0.1012799376468016, -0.23925326524943863, -0.15356182398754192, 0.01899428744756061, 0.38063461486870687, 0.5135152191488384, -0.2330542767799173, 0.6101141836020558, 0.728251320104907, -0.037719599714338276, 0.563871196793493, 0.0659134289012891, -0.03332175120655094, -0.3555452269724948, -0.3052042247477062, 0.5043969867276688, -0.3972195905738121, 0.40683550229515036, -0.1860912533216171, 0.717313367661464, 0.07290568966759896, 0.48917532317248746, -0.10088868392118479, -0.22946273718521296, -0.43367543480606274, -0.5440028205104896, 0.020431812995827543, 0.9185239618717784, 0.7125987748678764, 0.3910300587146921, 0.18984822589735184, -0.5958909308289887, 0.26099259708029254, 0.014591833007193869, -0.6006710257405358, 0.24458311234672095, 0.27871476921423344, -0.30509829324570814, 0.37767943723481284, -0.30307795443606284, -0.13811649239066115]",Water
25,mhb99,12,"[1.1354701303093524, -0.16756879637804453, -0.14631651209274585, 0.4030703780697375, 0.7609960899017504, -0.24371913910992832, -0.5969252134557675, -0.137450903081236, -0.30188696145500843, -0.32447519538283587, -0.38488571664134, -0.2564404425004452, 3.354970765661409, 0.6786981526307827, -0.2837376706316481, -0.38358887470674036, -0.012335639313957083, -0.3210896483529475, 0.34910668059276667, -0.4471936820272013, -0.1802656004000166, 0.8034050959772326, -0.38125349729656366, -0.10180511705795248, -0.15780677738379198, 0.21018598310089537, -0.5790360720588775, 0.03336607947306286, -0.20763986423034134, -0.5356767015539564, -0.33649904486889903, -0.4802357685123657, -0.35168409614527546, 0.7933410367064923, -0.21349355623652852, 0.7724197656197441, -0.4484100330552523, -0.1265524915399276, 0.30001511590692076, -0.628912210734966, -0.3014679676817261, -0.5538160092899176, 0.09145681012731054, -0.6261784707358263, -0.5744335524028649, -0.47054830516583523, -0.25226761456497204, 0.6880337620900548, 0.012510515085550882, 0.5583078021004605, 0.8419061521720452, -0.5079961897834917, -0.32355553788483776, -0.273857723081557]","[-0.06067742112750481, -0.18813898698673645, 0.6900276237463877, -0.1709809388510172, 0.2010444172538521, -0.2767975939698843, -0.3768050631735564, -0.2322444157277662, -0.3604006476538482, -0.37293590131696486, -0.2069124151527659, 0.20407257976089122, -0.19758069747097773, 0.06341169023823791, 0.10800467170655009, -0.3601559701627923, 0.625300290232049, 0.03568896258225998, -0.008463281739746323, -0.06483165896072639, 0.01674006995077793, 0.23428614278405768, -0.2110211992298019, 0.40015987094561073, 0.1893421602532539, -0.32503517825737527, -0.1303098217348554, -0.031303569463066734, 0.9153281018258669, -0.4104265466409686, 1.0254382186726312, -0.10744650107072527, 1.0513373780781186, -0.4656650306002686, 0.4995650975813765, -0.3209348047749159, -0.02551386452488137, -0.4652304819717252, -0.9039430167307837, 0.43644207016786934, 0.5103393527682655, -0.0030351848378724123, 0.1309013849129091, -0.2659544889963915, -0.34830123441847594, -0.4729447514532814, 0.20364936388433946, 0.19319730476237423, 0.5069206927990043, 0.5824509385190577, 0.6981440412773461, 0.10324907522103331, -0.1507400785209537, -0.05492358813320814]",Water
26,mhb99,12,"[-0.16319201617164833, -0.04927788302154249, -0.28998047885524286, -0.34835256094068207, -0.43868028882697646, -0.05601972903064569, 0.10955397060071245, 0.781592315003473, -0.26805287192964733, -0.09222392255351264, -0.23429785788723165, -0.22483643456656838, 0.7292944477659608, -0.45095094290497084, -0.11999623323640166, 0.27824049641960263, -0.5904918920603802, -0.2099162984741692, -0.0418498078190275, -0.12471236530359704, -0.1240587911489593, -0.4629469684633101, 0.5690424951131814, -0.10031698789385986, 0.7708718194470598, 0.07295713019102422, 0.646459901836056, 0.887984884193694, -0.7282160603001785, -0.49015633722596635, 0.6748743826682515, 1.422967470791545, -0.35053152113329195, -0.12385152725428122, -0.2657816448407243, 0.8858850489046365, -0.03400881610389363, 0.4005944797408443, -0.5083057182766008, 0.7035313103929216, -0.5223967635425277, 0.8381498484403502, 1.101571920170883, -0.20949295501193443, -0.17181543616289763, -0.23643540452694783, 0.3166107930915077, -0.10623325810380711, 0.8450863873718358, -0.37970120419241155, -0.019685690964516604, 1.388068974404851, -0.17470581461467968, -0.011916853553193782]","[-0.20809819713455524, -0.14708627799979657, -0.20588261899884047, -0.3640114815580363, 0.5127518653668756, 0.09381682254649659, -0.060789146401916655, 0.8203205467342854, 0.6247568960467246, 0.09733878446524834, -0.37660049587385674, -0.3137832817095723, 0.1686768900961993, -0.20542526023960073, 0.013090151548217932, 0.16868541474891988, -0.4895451794738133, -0.2783285379853697, -0.45294181757637475, 0.07840613295306269, 0.01341721325046136, 0.4231407218622168, 0.4945446233678521, 0.1496559451964329, 0.45934115326496544, -0.02676677781261567, 0.1497924965398293, 0.1642953749945512, -0.528570313778692, 1.1971124641269142, 0.6633282121705552, -0.42800812640278924, -0.42193044175542826, -0.17286443285121125, -0.6152678461005563, 0.48721090520315796, 0.4859955148724489, -0.3036426999200523, -0.3204004688102474, 0.031941816385237826, -0.6310667240408124, 0.3818837405183754, -0.21022215903858982, 0.020113814402925312, 0.5120983432145313, 0.27996838327471957, 0.3813854315856667, 0.5954318749929067, 0.8138774244194457, -0.6694787012105438, 0.7270913403437071, 1.2014271900219007, -0.014708372518876116, -0.9007758119060525]",Water
27,mhb99,13,"[-0.27557826320532375, 0.0972961282700838, 0.2714191035517811, -0.17141022671084438, -0.12927021707682657, -0.307516744037561, -0.23935313159077318, -0.32050776841862827, 0.00790668609212811, -0.277810549404817, 0.8172216457441042, -0.6343359153358615, 0.9346096704944433, -0.28317414221432274, -0.5401921894970338, -0.13323935780385662, 0.41805705813573824, -0.05246644007402829, -0.35736644399109574, -0.06790583156843909, -0.1308024495252396, -0.38862167493549626, -0.3021367427976629, -0.35034819113255716, 1.4553693041713518, 0.4651206603825601, 1.4635836743053137, -0.199367116143509, -0.30812489788800296, -0.27121736777205685, -0.017759766892728044, 0.18264387840762888, 0.2611559425947073, 0.5369962055879223, -0.48631687711873783, 0.016674209351684403, 0.13648664118645842, -0.028029008495777878, -0.41483109778532873, 0.25719636648553035, -0.2824373856796175, 0.1866039754722501, -0.036859166711784803, -0.010724984513009178, -0.16409788127389982, -0.09923888718029901, 0.6473750816091738, 0.30271777084712315, 0.4025675570458049, -0.206348577105758, 0.897347088185615, 0.5576338726244632, -0.16249366054613146, -0.2804918586988321, 0.20563105814821395, 0.576493588329014, 0.16502902641526043, 0.8447208698537471, 0.4057339677957359, 0.21144099067809843, 0.720260013721216, -0.29370000694252, 0.9473149220251708, 0.22178054393878435, -0.07559246303126306, 0.09131701536448743, -0.5262228255347811, -0.15704053549857563, -0.030709522278950775, -0.06926317044505094, -0.2898467782382779, 0.19033318731206322, 0.10577667802725588, 0.683985169191042, -0.04792429093475047, -0.00043160032453728504, -0.7164697278946103]","[-0.2784399468384606, -0.39149337395687667, 0.22886045101241292, 0.18365914187460722, -0.1727652624748289, -0.26712986832254176, -0.29035896380764126, -0.3900339066017117, -0.27886429918702577, 0.08980898850916894, -0.46261479153230456, -0.1547376080598234, -0.355684386889822, 0.968493187502935, -0.4816791607107326, 0.2508347562320827, -0.3233344139023382, -0.38024277178233756, -0.07479591881376785, 0.37824102386150665, 0.4320663141877127, -0.4189762275607861, 0.2560304085301436, -0.40054091842200257, -0.011779920457457951, -0.2547293183562955, -0.509459718897856, -0.26893439603086877, -0.0032027553581950034, -0.07912980415416412, 0.8319512865713273, -0.14815427510320303, -0.21020169932120522, -0.31148379418128225, -0.38762058630476276, 0.7265397052464324, -0.6796985527501279, 0.3503917420205816, -0.33341172152076903, -0.34262377009657546, -0.0570288943320548, -0.5203498376807019, 0.09001907212597575, -0.5237662284089386, -0.5178523040724969, -0.5233993040359275, -0.34745521233840904, 0.21914547502144127, -0.03237175921501484, 0.4600875013230628, -0.07525383371579468, -0.05122897492803014, -0.05632019676591084, -0.45917683591315495, 0.05864835164036168, -0.1254938738339209, -0.07921178167384055, 0.13893688299860746, -0.23877239662665536, -0.4201488612111064, -0.5751361736539824, -0.03656385612114498, -0.35507588872480983, -0.5412747085171182, -0.4279812161642745, 0.856095570319486, -0.3692291956820262, 0.46020812531695116, -0.69512712469012, 0.08707292521358265, -0.5403261189953137, -0.04805250293750222, 0.2118473670844127, 1.4735832455881903, 0.027480041703220902, -0.3451672154794056, 0.1319798994294339]",Sucrose
28,mhb99,13,"[0.24465166401453708, -0.34374358381385783, -0.06556861201287166, 0.09862989488454327, 0.2811848337971346, 0.7290103322456493, -0.34734655977650186, -0.18888501464208138, -0.27406940443337235, 0.3995856381694916, -0.2168008587358422, 0.3461130944239393, 0.8183934742409932, 0.134514944965729, 0.2548206310810144, -0.11849908402340596, 0.5120424035288603, 1.3281710180285318, 0.14851099633855974, 0.43402674557440296, -0.5008364208747504, -0.45046895428197525, 0.20860859319856956, 0.07451754776764984, 0.3639089339924416, 0.5163822324332316, -0.24902099874594444, -0.14133778030682284, -0.3271832869101706, 0.23826242258540367, -0.3265659681400991, -0.1460806339161467, 1.012287189553326, 0.34263826497776073, 1.0174968629092398, -0.03152491490387432, -0.2027472825591045, 0.11217856091101741, -0.0815103328731068, -0.5173655964916831, -0.039729776964235464, 0.20785325953564046, 0.22085626494846733, -0.028297148710941196, -0.12019852457261228, 1.8297440099235844, -0.33500102256905295, -0.33463481444071325, -0.0028614234532187825, -0.4353964813653045, -0.25433327664368116, 0.06680644933284496, -0.26016815761621764, -0.018808620014125012, 1.476016903178533, 0.20978494183151117, 0.3733384159118229, -0.3911518431824094, 0.4172159218695063, -0.1540300081168637, 1.4359528068633391, -0.2933179735200215, 0.5453610979172709, -0.2505622280790205, 0.23668497252489154, -0.2533197884378432, 0.7204659068927195, -0.05078363132178694, 0.9541731645181006, -0.28278998795171195, -0.011851410834982052, -0.17652771840511433, 0.314208290723966, -0.10978840175538361, -0.16206955202092996, 1.1620375165249706, -0.12661400308856427]","[0.01834871037577593, -0.0892577279781056, 0.6998121954133347, -0.4460336027188759, -0.018880488247590126, -0.3048885423918349, 1.3102964108253146, 0.46555520997422456, -0.23309794668405504, 0.48206246371964934, -0.45217789498450806, 0.1060468206858965, -0.2497828846111967, -0.36400540127998965, 0.4720006795648194, 0.08294318901615434, -0.12513680630326862, -0.3749534408839127, -0.24641951835954706, 0.061613988556418274, -0.30243139267228497, 0.0008400838935991805, -0.23990318724938062, 0.158155173026097, -0.2590652099341168, -0.1472532141823483, -0.439992533224834, -0.43194265743271293, -0.06709214991052374, 0.23551432862610341, -0.22270794678069888, -0.2744570607511859, -0.06229093856974355, 0.9735259543713131, 0.044755583685487786, -0.15367910962772327, 0.7462753209682803, -0.20812619661784892, -0.025470321032930652, -0.296701523877472, 0.02843739130214096, 0.8515084246035837, -0.014568162000966474, 0.31001273014752406, 0.5137328817155458, -0.4120208938084085, -0.31621946194476425, -0.07548700402290662, -0.025775654657500726, -0.4351733215860815, 0.459360538646698, 0.8426561988476029, -0.4318280281630608, 0.1612385951307096, -0.5189533785442051, 0.6927226416617093, -0.2041388388381561, 0.40081182233973706, 0.45988646868289845, -0.4070805110523519, 0.7905930880404949, -0.48464785669382326, -0.4520812344266707, -0.06409112232355102, -0.5523112215145619, -0.5587651642590243, 0.067080848744425, 0.2620967564277968, -0.4536418037368184, -0.29949464552263516, 0.15123124372886826, 0.5861285679983068, -0.6611854107173262, -0.05496844552755925, 0.7146630945586194, -0.04277488757987952, 0.29511485954656114]",Sucrose
29,mhb99,13,"[-0.03429221522776142, 0.24021043475187395, -0.47970253693302994, -0.4880709173380304, -0.47329338136944693, 0.4923299344813316, 0.89034797152005, -0.4793164186680932, -0.4042178784419185, 0.18044657067511674, 0.43660593783558166, 0.5772204899441766, -0.5158280570316511, 0.6550354928537155, -0.23123373881091927, -0.20470095205700034, -0.3520759966489637, -0.502991792618628, -0.22218347148788495, 0.5934886644099775, 0.9168493858011704, -0.10008307906223483, -0.33399991488169734, -0.30952950014405556, -0.1828585662042925, -0.1400908678202698, -0.21411571600654308, -0.5675291478796128, -0.7460300713844344, 0.3015994084927993, -0.3416384148907321, -0.42094603797672, -0.2203068816402619, 0.8843083630818033, 0.5744213747077598, -0.0020966693547967326, -0.08865452232300204, -0.1788849277234471, 0.0434361059610526, -0.21199631202892685, 0.5162408237899793, 0.07344391353774354, -0.4266715253266016, 0.16404269889400666, -0.4102309475954257, 0.053618511135313296, 0.10896017832465685, -0.3277757375422709, -0.082306937994304, -0.16994838677866825, 0.22650795992124598, -0.6279479115757209, 0.06276904212142813, -0.14128892138194252, 0.16733951536557742, 0.01036178194918786, -0.6687610982301904, 0.23869754748163066, 0.16740989633856967, -0.5865245638633316, -0.11799973414153085, -0.42139642379368114, 0.8735714710160843, 0.8284538661914614, -0.11506981942588711, -0.3257675407189972, -0.6735521918823768, -0.02166790059179697, -0.7741590319641896, 0.5297199523473116, 0.5023741943013615, 0.44149635894423606, 0.780076714994796, 0.038584564551365955, 0.8102072629115078, -0.6083423054045884, -0.23474352805447601]","[-0.3471260753063998, 1.8249515442056183, -0.25416765323686424, -0.19124969207346673, -0.011356084376635213, -0.1515134830536644, -0.4651531311228984, -0.3285492010583606, 0.24083202337728588, -0.21262099291132738, -0.28497572773162555, -0.36150276210872573, -0.47667368643699914, -0.5105396500074358, 0.3776695541308314, 2.8953420806675845, 0.0506804601989309, -0.3593925500892639, -0.17266552774456204, -0.2763670428407602, -0.40473684828816103, 0.8720938350092863, -0.32348503782196986, -0.6169220604718072, -0.254001778226462, 0.055195668469794304, 0.8720116517707707, -0.535397698512449, -0.2908184197593341, 0.38399866523836723, -0.5791563609534535, -0.31893049569838094, -0.04567253113945897, -0.43554717607532684, -0.6153113492173724, 0.17232823191720592, 0.21495790853158242, -0.17524518177409604, 0.6072151265491732, 0.9303493313375192, 0.37882973923202706, -0.11166379416415526, -0.5242508377242493, 0.24669047899337893, 1.7013275243265742, -0.5955314191847519, 0.6022057234452146, -0.010270887015518024, 0.13161900353864683, -0.6438439752930398, 0.6603488673597667, 0.3594189896846768, 0.09555580424688934, 1.5617261463372112, -0.7001244971284036, 0.93852620981789, -0.18930117019066817, 0.8981306196074943, 0.5700014177074183, 0.22148302519145824, 0.32827365017933596, 0.14954312446044113, -0.45349873873640256, -0.23019572671229738, -0.37083072503769604, 0.17641879611991126, -0.6789356156032096, 0.43380847612293355, -0.24913736371165374, 0.6020962896817114, -0.05466209940838767, -0.3087923845761871, 0.8364324796281937, -0.7294384259104195, -0.2848819660413556, -0.6931705844404842, -0.6508719197218542]",Sucrose
30,mhb99,13,"[-0.37473612040975784, 0.13243505206549297, 0.18461838841962444, -0.2776142637772238, -0.039248584467624754, -0.04098040022964808, -0.3588766790740806, 0.009545291987371321, 0.37883271431782356, 0.2742384431151444, 0.8004097506992535, 0.1100499725355583, 0.05711202190992063, -0.26035976823070117, 0.6457981403291835, 1.0330544647403037, -0.20355237704192727, 0.207161649763848, 0.8051396755370667, 0.3479726114412699, 1.5774084385964178, 0.6003496221290876, 0.08739388704203296, -0.19866937975209928, -0.22749619491853643, -0.2757051876480582, 0.6919005886327513, 0.18126766115913423, -0.4663182949665301, 0.47780713582142764, 0.08395405575299125, 0.04352131626555224, -0.17545855208052588, -0.059614718566605156, -0.47465929295309234, -0.10005326795882187, 0.08354697944667085, 1.040359188434255, 1.103338617916677, 0.9330349923810142, 0.6989755212048361, 0.12287359533303566, -0.34071107794419825, 1.041033876118414, 1.2194223964582875, 0.2934029244597177, -0.36799284085499184, -0.3719854197586974, 0.8864533037059957, -0.4226310584938399, -0.22978711998793294, 0.18577693285668062, -0.03709062975175022, 1.579368379811383, 0.2812416258964575, 0.6201991591276103, -0.03871299404802802, -0.16466527851874588, -0.25402733866107086, 0.3411083355579786, 1.382893115382925, 0.37167582504801594, 0.15747181135655058, 0.6275530401717806, 1.254409552411914, -0.11504507221296409, 0.33424553057266865, -0.21493734706127787, 0.05616319147896627, -0.16631089683371852, 0.6265529064425985, -0.14482159548862394, 0.630997369042576, -0.18601721394889845, 0.17958222768251184, 0.9282950960937211, 0.15976368187367218]","[-0.41776572093599934, 1.3717057860366384, -0.35751803703935275, 0.7540448566412505, -0.4334150497162548, -0.14012221527337193, -0.34224018483691915, -0.05465288371163458, -0.47451722490020426, -0.24945636250587017, -0.1749570924159178, 0.5844459482162175, -0.31579472285545884, -0.1641549153377906, 0.0593339307035327, 0.15299187366559355, 0.2203633348775348, 0.5677332901547456, -0.12904323801225312, -0.0524659101061408, -0.572812740856765, -0.2699271616296821, -0.468039349488892, -0.44013055948098473, -0.4998982138133627, -0.4558661409337349, -0.4464508453033309, -0.3745958939406464, -0.4136134086077256, -0.16753487774193823, -0.2591335365574626, -0.6572445314491303, 1.0107336240907792, -0.4969366694646448, 0.3035785360659559, -0.5163670768323269, 0.1870075495723525, 0.34305041603273556, 0.812960850511377, -0.27044482629393307, 0.7534933106264988, -0.46351263705505497, 0.2638764999078569, -1.0292123033343594, 1.4636452880158706, 0.002734698952922179, 0.1592727387521617, -0.11856028822869526, 1.0549229363231405, -0.5233541712970208, -0.512992580210269, -0.38545751281782636, -0.04251788851789374, -0.4251830391937278, -0.05967937551359443, -0.3022091577185938, -0.45988931458603177, -0.22240163043906275, 0.09632248656021183, 1.0124559669383923, 0.4596503560215093, 0.2927797856649969, -0.40322942473263396, -0.45468624408117764, -0.05521150739412763, -0.8238462810063807, -0.4281737211464314, -0.9761052818694356, 0.22624795773047207, -0.2416479144934528, -0.03288141037135407, -0.6813604988454699, -0.020635933280853655, -0.529080934307566, -0.007519635811690961, 1.722574658982396, 0.29936008230265826]",Sucrose
