,mouse,day,tone,post_tone,trial_type
76,mhb100,15,"[0.5360619071281851, 0.46825864524005384, 0.08219956941229463, -0.10101407559527023, -0.17266471520476945, 0.1792396731792708, -0.2821374048973295, 0.059345167723215624, -0.20491836709831027, 0.30762145985204625, 1.4665699048103356, 0.3199962575511166, -0.24451430678370054, 0.4081903820578629, -0.18148493162227472, 0.8061525209753695, -0.10931631628822003, 0.35450262547145767, -0.09366978741834231, 1.1232353853472425, 0.20765967034547753, -0.47159203748723905, 1.015528237502907, 0.007098253885601657, 0.05286741702982337, -0.2687988173950999, -0.2634320620305687, 0.0019372369627112405, 0.300523727865128, -0.15271298785979867, 0.07622075381912752, 0.6526700465246009, 0.26784309548588503, 0.8194472324475971, -0.3881882395888455, 0.010539110563914083, 0.19201554705496607, -0.012486652561707785, 0.05840599159049986, 0.2843511952870258, -0.3220882663521576, 0.0908099041516201, -0.20200076840322995, -0.5860868952410968, 0.34918514610285317, 0.016208340297357907, 0.02106604105066402, 0.03000802377276384, -0.43348182614660924, 0.9061096237786409, -0.2437961849021998, 0.18482385291667522, -0.17482806381454347, -0.03652909774806792, 0.08576546360871488, 0.47499450794028425, 0.3763808157132755, 0.30761250463488976, -0.601340202450531, 0.30876473881014693, 0.23456542657649032, -0.9241406232152263]","[-0.0883906829303789, 1.5106212977794504, -0.28650082561728824, -0.10001442188925859, -0.3827073656122982, -0.2764983628184328, 0.03017938685656253, 0.020950214171329893, 0.015163144413700397, 0.14362803597124546, 1.6403945952921777, -0.45141785618470187, -0.32795315970481315, -0.16274524509937716, -0.033466991104455335, 0.3362015374984225, -0.07001371056945031, -0.03957990998875953, -0.07210967262333597, 0.08862468277076127, -0.2521548699982388, -0.16808536110887087, -0.013585666833729037, 0.21779607288247968, 0.4383550366410218, -0.14373062140731538, 0.5037468936160351, -0.43191254482182917, -0.001143947020269599, 0.37698484612191263, -0.06709565099438376, 0.25979840901646284, 0.5702626895054629, 1.4314854066042606, -0.5629098092021964, 0.09365639849281328, -0.31600343296186284, 0.16625016862025996, -0.08479005029404771, 0.7522720724879322, -0.35060286018232195, -0.11906656877375317, -0.22985908015417414, -0.3204852025526206, -0.19841587688198958, -0.5403805623813857, -0.35045880190441064, 0.0975373732472774, -0.3026304286224174, -0.5162120126250104, -0.35896325189215933, 0.22263746589820696, 0.051562951092702716, -0.052726448766463783, 0.09230676526955507, -0.044385389253383756, 0.2001002873314497, 0.09092242641972015, -0.04490802588952709, -0.329166693025871, 0.8213551851406494, -0.7192856026561334]",Water
77,mhb100,15,"[0.0858978642352233, 0.6153676983527944, 0.11488685077388824, -0.40148684364235293, 0.2496806603606892, -0.21601344903201572, 0.3829669166259269, -0.05550417104404686, 0.1503362035581062, -0.027760395666654145, 0.030309837895549634, -0.3662849901442085, -0.27719796005523145, -0.06103145825524233, 1.331372797958803, -0.4517880664217932, -0.11668116676290755, -0.5039860097543679, 0.2676282216588096, -0.5988732127652616, -0.37428875288194857, -0.15576553013371136, -0.5501308716469481, -0.6742111686267268, 0.5475561561327149, -0.3151168483448042, 0.22462314219636287, -0.09728689187173231, -0.7373765172600484, -0.615289308261832, 0.7182165867793322, 0.07475194195406326, -0.5082527680166562, 0.07727096190187592, 0.02243556862839641, -0.6939979360089689, 1.5198135838087752, 0.2445810293544136, 0.1698426847275564, 0.4431995890073663, -0.16191089294592964, 0.5942549380466258, 0.8835866000191555, 0.1051181682169886, 0.24083375256121717, 0.6541914860593673, 0.03228843719467365, 0.7203070954800863, 0.27558556611876206, 0.9044885227190352, 0.5247524702886942, 1.329097679843024, 0.24813188971891287, -0.2339647831248538, 1.0894229035556142, -0.23264404074128456, 0.1097739125990481, 0.6587367918046376, 0.05554040776375269, -0.06871352794844196, -1.4231923974594718, 1.037045986222064]","[-0.2748464691400322, 0.09595830284721721, -0.25145362771595936, 0.22767102371729714, 0.28547631371744847, 0.4077416643381977, -0.2123824898318646, -0.006837981254537688, 0.2863084038730254, -0.033953222221811546, -0.5362482431163506, 0.13386032139314685, 0.19007134056067163, 0.1130956543058399, 1.209784696009879, -0.15022384168981687, -0.262805061796606, 0.19796846285234945, -0.014449665699262804, 1.1799506764486776, -0.20579944758509836, 0.8332785585195535, -0.4702665321135304, -0.8507101476253807, -0.6816156828400067, -0.568982484021986, 0.0001551074786765577, 0.08873065791622158, -0.8035251189464077, -0.1014675847405388, 0.49829047060325704, -0.27092086210705524, -0.24347482262401468, -0.2544338977596375, -0.12631153711954482, -0.643313926014426, 0.8932185942167744, 0.23076443741081568, 0.3266806770708223, 0.05773668126732159, -0.10787663782307046, 0.5599750269304341, 0.28471852903903067, -0.11780932507990752, 0.858169250272799, 0.3995311968692633, 0.38119323535405103, 0.3524704777580986, 0.21310580060484458, 0.4173890744037324, 0.7401121932875911, 0.253387129070773, -0.23531190742210997, 0.24788169743867772, 1.1952584817754333, 1.232983307526106, 0.0385737991054987, 0.9646019559017833, 0.41634889901620825, 0.2207053187429061, -1.1520566487979174, 1.7606303121109088]",Water
78,mhb100,15,"[-0.1215008482927592, -0.19392443124237224, -0.04164533482490578, 0.13548943666961683, -0.26144452307986826, 0.5089681489969842, -0.34997659829538447, 0.09912087892806568, 0.7650725773094056, -0.34718167855998755, -0.6984867949041814, -0.2034501332679734, 0.064165399236616, 0.03434039444716077, -0.5123962294692362, -0.016132213958638175, -0.23940769886071736, 0.16905160798262991, -0.5044452823106244, -0.36587861534186095, 0.18956496277731888, -0.37773531038410063, 0.025772010686561143, 0.5655667748744324, 0.20508325907223346, 0.5759185185233411, -0.3480389097550237, -1.0209150975265864, -0.41992028672539466, -0.5564363766954222, 0.2448148579082188, -0.8941283919624512, -0.5104640007533404, -0.04293228069603956, -0.40029186926830274, -0.021421605720080342, -0.5601552605781837, -0.4321405020213496, -0.2397141091609421, 0.20682315028050965, -1.4402224302988114, 0.01149271711610592, 0.402763742727366, -0.9917206817491466, -0.20919642920086035, -0.2647528711258534, -0.39139211697249526, -0.1212934724799135, 0.48013757184073147, 0.04877168565674413, 0.2816824904427349, -0.1719659847627906, -0.13003993450927143, 0.6939244426738719, -0.48270287577138443, -0.410035656861953, -0.2121761646896998, 0.05504362292610984, 0.10778033470547678, 0.06232112182076956, -1.1074381599982048, 0.43519280961148205]","[-0.1588539612206866, -0.10329208878826954, -0.13719901230493609, 0.07961632076827449, -0.5913208792047803, 0.3676474633842881, 0.08640190181075091, 0.03995100462913059, 1.0625160382551175, -0.610196539398095, -0.4559132431312286, -0.5356002800490337, 0.046588658818294104, -0.10980784438491854, -0.5337677819619115, -0.7278571366107738, -0.5473864314622005, 0.22785464099613295, 0.1306787798635848, 0.18417398238145458, -0.4293288449405119, -0.039664183329957976, -0.44346997824500345, -0.6283993880426233, -0.39557742233658005, -0.22990500684102347, -0.14406887161390908, -0.16268206313010117, -0.5077921876392831, -0.5080787698207053, -0.6709006411033237, -0.49953645892501325, 0.3691822469090998, -0.4488531156791093, -0.31382429177021165, -0.27662649399885014, 0.5648032728419101, -0.2664378419727493, -0.6405294622345795, 0.6375546400610952, -0.5018993311653819, 0.20400219253821678, 0.24006458342900672, -0.8354595250953443, -0.33165928622215407, -0.3690203266542775, -0.32461976508337304, 0.1694465054572711, -0.14341171118363696, 0.08892874772934997, -0.49216744401178253, 0.03128466580000366, -0.7314777086675643, 0.3896119542764852, 0.04466598976439474, 0.019837060782140866, -0.4115002201289081, -0.5271498395979347, 0.7460509657852076, -0.1328235779940805, -0.7136277342839341, 0.9087186206607241]",Water
79,mhb100,15,"[1.175946333434171, 0.955552471003223, 0.351721891900173, 0.17232725281507827, 0.3637218617146966, 0.02512350416959443, -0.3513106528749335, 0.5277047624356904, 0.294364082024915, 0.03998918207454198, -0.5851804403773525, 0.8767029920007215, 0.2745600538044016, 0.18114648472054867, 1.3319361496917483, -0.5698419591284617, 0.2112187886805339, 0.8810269875665213, -0.45715016614099885, 0.27714520902256873, -0.4622640191602739, 0.46643496679034807, -0.46884227013436863, 0.7703888288022307, -0.7237485094603796, -0.015242644031523218, -0.2991839952927788, -0.3767632492829372, 0.1557540659297958, 0.46656766103644326, 0.43565738737155585, -0.6403731162118906, -0.18537558839072768, -0.27633159768632876, -0.25268365192484893, 0.10212073104240942, 1.4028242817451708, 0.22103061601882376, 0.13496719830232326, 0.1287401331148243, 0.28433170084439113, 0.05559562475138299, 0.10994051020578964, 0.17399705665860662, 0.4216348684833284, 0.24113584917613531, 0.6034594840275861, 1.0810765176402979, -0.27807539846669466, 0.20980809192923788, -0.2501350744459968, 0.8436954393637339, -0.1283922175310699, 0.13245239986281757, 0.8502362853464455, 0.9546755347216079, 1.043036774875228, -0.3042833044978935, 0.46125992444163755, -0.610078833634184, 0.10805983751721084, 0.16100400052295605]","[0.15928448907877468, 0.17309372395459374, -0.5952830848046953, -0.013304196850745634, -0.5909564570363265, 0.1077688354576654, -0.538457988937754, -0.07355046946970147, 0.12928691508349746, -0.055329899321708884, -0.4808849835297852, 0.04907623636770502, 0.2279273329439615, -0.08514885790655768, 0.9245461578126362, -0.49824599235109085, 0.11675550500097538, -0.24493270046266805, -0.4862836058932761, -0.31143434361711714, -0.8164510672264608, -0.059773731309830665, -0.3590716932870831, 0.12453780810714164, -0.6086400071734521, -0.44060439044845834, -0.36596570004348533, -0.7304208622308634, 0.721395379768102, 0.2372194457039586, -0.502577738023306, -0.48231992027320053, -0.4428643847469021, 0.233848460107867, -0.4827358326673235, 0.5044035830574415, -0.1031453444940419, 0.014467478973854265, -0.19989321971610652, 0.28710622922062523, -0.39867747250867275, -0.05988624118391215, -0.43103326953678406, -0.5841643823707053, 0.01834871229592762, -0.4499328489950962, 0.18950060693754092, 0.35671539293307114, -0.4654437264870399, -0.13745090171074423, -0.3421941346320259, -0.487291656159149, -0.3007798729822984, -0.14949515544967712, 0.2378936114132419, 0.8085925810635672, 0.6387012178252351, -0.796306440027956, -0.0525086228751785, -0.536410045563589, 0.3606069795894502, -0.21484376058809815]",Water
80,mhb100,15,"[-0.5958028716288738, -0.07376204798454693, 0.8271040527943445, 0.0863239321023407, -0.6239867811784815, 0.12999755356366396, -0.3291032063082824, -0.024617707536971078, 0.2289978401941904, 0.1396013123814526, -0.4469549343439799, -0.6210586630876324, -0.3547784406901884, -0.12064476822272235, -0.2562074305513353, -0.04611035175468071, 0.006572157450241416, 0.45614390328943005, -0.7030726633305769, -0.3741222762439899, 0.044431762799550266, 0.025017929973803397, 0.4423067366009082, 2.1553690809402597, 0.13319183425060865, 0.014811754718921035, -0.6983435362499204, -0.561397217578901, -0.46785768662175775, 0.43666477491384226, -0.217560314275993, -0.7762621148357622, -0.6763418894642772, -0.1997781009856044, 0.11486085951893413, 0.3792932378166747, -0.2959947058440679, 0.255811259582493, -0.10629285951243787, 0.41488798444254377, 0.7383488917960741, 0.27928283650160063, -0.2710234501952921, -0.4770172193569766, 0.179144816660066, -0.6314289165151564, -0.3723203762879952, -0.11533102731584036, -0.7437739684408017, 0.05886133381233428, -0.3387410599649383, -0.44499174326318214, -0.39709723471224834, -0.3279584957521332, 0.07272247218422305, 0.4925114736228205, -0.45800626610344686, -0.2213305189806558, 0.6315500941059592, -0.5197349472809547, 0.347509817326073, -0.4839823703853283]","[0.8266337856261117, 0.13351988328736816, 0.013126962268330293, -0.030389614306380593, -0.20610105884638608, 0.11193616267235496, 0.1914065250630465, 0.005972341900011135, -0.4209210050133229, -0.14927477436073688, 1.086665072972984, -0.3603469582140701, -0.05787739740353429, 0.39931547545145896, -0.5505434474815839, -0.10751340380251417, -0.1532578498174574, -0.18912661257172145, -0.26382430993051975, -0.39649731104729224, -0.04784481059185768, 0.3817091564310244, 0.2552548095476622, 0.32995013031353176, 1.4643291135162602, 0.3402046373452488, -0.5842592822914551, -0.2953828915221806, 0.7321428473823364, 0.26825615976859357, -0.046896615271490194, -0.07235828333292361, -0.4516463885658771, -0.24653956998593698, 0.03957618926169817, 0.919747716667067, -0.21252728283266076, 0.589502002685875, -0.06172028983424658, -0.30418589466532314, 0.34528857829214277, -0.23440546132148093, -0.1573443170316584, -0.06829707612808644, 0.21728781445472137, -0.7294049218534525, -0.354608111005782, -0.1344425068293983, -0.15304339452024907, 0.3822496746973126, 0.8530506120338298, 0.74364354101075, 0.058005226284082556, -0.6538951553058558, -0.9042740017831864, -0.020041733206568397, -0.08316552291404299, -0.2861303161018467, -0.0945711956668782, 0.5751043608666657, 0.3082017566546834, 0.2262141028073019]",Water
81,mhb100,16,"[-0.48287819220361633, -0.26829327731956715, -0.053404397676386564, 0.04709870554980495, -0.16227412271227099, 1.2935806455062029, -0.332583661546997, -0.21571299833436824, -0.19033501634966668, 0.5123054280822168, -0.3236609626008836, -0.5608386042386326, -0.4535368488164768, -0.2799122339515051, 0.4323185178959649, -0.18886201223105142, -0.29388728138939685, -0.5066850335292664, 0.15109454348475373, -0.26236957196094624, -0.2658847799246918, -0.6103934281670971, -0.3351133547766759, -0.5427989468958064, -0.5176148871075986, -0.8126511671221659, 0.055419353478093444, -0.0836107287153728, 0.5140550932114514, 0.5310761186752859, 0.1571838563465231, -0.053035331241863506, 0.7231328470866791, 0.6941812786615537, -0.46411974185396127, 0.3911921370987003, 0.45796624035789973, 0.7580959270790951, -0.5696160302418205, 0.21086062894626342, 0.15472071972384352, -0.7037813622669696, 0.06187594122521375, 0.0893838489989943, 0.602385720641121, 0.28594446823590725, 0.6134827084011372, 0.45852995364713955, 0.30946609393291447, -0.23612176750679695, -0.34960403786996985, 0.6406355183315158, 0.49778133767613436, 0.13370893938424572, 0.18192118462467877, -0.019266242627161253, 0.08540731830995434, -0.6102509498898712, 0.38169734614758166, -0.748610045775958, -0.2839485148442729, 0.7192930875269429, 0.3992705519536617, 0.10567755415463297, 0.8194664603867052, -0.01396779093841692, 0.35737712971329877, -0.6071231652736571, -0.5039152805314537, 0.9844755714476746, 0.15468646876763018, -0.21917349101850192, 0.11671431816027822, 0.35177895946065246]","[-0.3591661149894471, 0.0016594016922457655, 0.7466541906963897, 0.5763969761382227, 0.3691026963649827, 1.8868041055927518, -0.256820868605955, 0.6777904616574398, 0.052501607107775544, -0.10518814603674619, -0.44847972895889393, -0.1995159150244711, 0.008281538584786915, -0.3812070679979728, -0.3449488821938051, -0.35465058317957043, 1.0315465293811867, -0.2691540932709551, -0.10968710376708544, 0.24563434253820537, 0.6277064400542679, -0.6285993712028186, 0.022475812803628252, -0.28188731104298537, -0.5134859494020885, -0.005879383025045159, -0.5752677270656793, -0.1602117640114319, -0.22866462695725562, -0.18501620408044556, 0.13958233024261132, 0.08216184964858436, -0.2136978100131408, 0.21609214707364627, -0.44266195183113816, -0.4078569928558158, -0.15497794991089314, -0.23267508480817065, -0.8105062054972639, -0.49532418423495006, -0.6494051383210685, -0.27060382896278584, -0.39117625177123894, -0.5825880310296006, -0.40229965936715334, 0.5755645899006331, -0.3420291881436097, -0.033464065230873564, 0.2109930370329436, -0.540458085274347, -0.5675931845347048, -0.044818761172482714, -0.5510899751812838, -0.37444540247845404, -0.6049305917724921, 0.05701091132825334, -0.3165037730139636, -0.40963072146406737, -0.11811999480557442, -0.8035630974667464, 0.546259524304667, -0.03664086421656322, -0.11855921270389612, -0.1421011048477103, 0.31787899004513304, 0.188982532618013, 0.49632512217773733, -0.2745335627555767, -0.5513139924965132, 1.2557143039472085, -0.23122491986427454, -1.1099533398327264, 0.7904215296421554, 0.857665924003112]",Sucrose
82,mhb100,16,"[-0.20611916759428206, -0.29124268840380557, -0.041957867971463426, 1.1218547959823384, -0.39454830207900177, -0.5163938643575123, -0.1385500796743866, -0.6305247385477056, 0.09700344040383926, 0.21641789048188664, 0.25434858444587405, -0.35651033796455645, -0.45548183859249375, -0.1332339325746001, -0.22964618867137054, -0.6429334888228686, -0.2648790512048774, -0.13253584962999343, -0.29963431569530746, 0.05353407528363406, -0.46406731531480383, -0.569679291892341, -0.7011438134806531, -0.5608345172167256, 0.13843942501037815, -0.40472940798043533, -0.7655515692490037, 0.059797494611049856, -0.24997200988387433, -0.35020141709455366, -0.27558105324291854, -0.4567616167342109, -0.21199419040890827, 0.2570774499920681, -0.9333437148930382, 0.05366268402573446, -0.5539971184097855, 0.5637685596537606, -0.3461003268561695, 0.28888887941520125, -0.7588054362007043, -0.7154304375506645, 0.3888130259771009, -0.05466522229110467, -0.1854954509065938, -0.27530444839167467, -0.536927330214834, -0.4251788128801024, 0.5077853803206819, -0.5323641298957363, -0.5089065810381298, -0.5097513114448418, -0.6058112745793823, 0.26507793168517024, -0.4390737365345356, -0.5782704367143614, -0.6642955490628482, -0.485203154853889, 0.37455541573803336, -0.3982653338770663, -0.36146928904193787, -0.3780207053207898, -0.18009180098793195, -0.19146990176338954, -0.45935816833420384, -0.7455489137776814, -0.5048560047213276, -0.4030366143491296, -0.24840062821691353, -0.4617953268138266, -0.2820885671233522, 0.6817745306427612, -0.4600973888012786, -0.5674679369920782]","[-0.18914145829063367, -0.014303928690613381, -0.13248958178549824, 0.12612433163811831, -0.2588164878005378, -0.4330231192801425, -0.004438747439564451, 1.0173257637223407, 0.3167459232842954, 0.4404708695731335, 1.2934808421412234, -0.5200291479699143, 0.10763995862765523, -0.5995012163682413, 0.25028734608533126, -0.4782910102686102, 0.37559988147777473, 0.7380173494925647, 0.41153919900271985, -0.4280759623008261, -0.16471793635399654, 0.06370938971643668, 0.18716151028823083, -0.5935309429124882, -0.32357953708804454, 0.27265437920151964, -0.4584207102364426, 0.43557929372270515, -0.5737434088156489, -0.2379578305979978, -0.11940924906617133, 0.503776088372481, 0.5211375004114442, -0.47541953118198665, -0.7604131484821983, 0.6817745961552344, 0.0413708740145954, 0.05988066030760002, -0.23975459361877868, 0.28549593352759134, 0.018940983831692074, -0.8861544166988153, -0.05749712442640419, 0.29628342288097287, 0.6040842828452808, -0.7040208318460477, 0.10445045855105517, 0.3225357648768361, -0.10719158396904398, -0.00752915975537561, -0.19974247655474037, 0.037877692265521706, -0.19388281257713258, 0.2030693602582738, 0.004968984805890104, -0.13368244564350182, -0.5698356796423657, -0.14786058798364474, 0.31334752385962594, -0.39465246347633276, 0.4103979738142061, 0.03014565744726122, -0.18764520466261958, -0.5777033699154803, -0.5474012790020698, -0.5410582380541925, 0.12874347573786743, -0.10894814071100538, 0.13455880063298253, 0.06142717024833801, 0.5136586189899832, -0.40345061495674206, 0.1020075820064471, -0.2010245556154084]",Sucrose
83,mhb100,16,"[0.06792272249832598, -0.25215231353428247, -0.7026158903920297, 0.0035528777720220694, -0.20751355482865247, 0.04002465350840317, -0.3893135388894498, 0.09597746617551291, -0.5726332510626021, 0.14331882984356858, -0.14847577877858875, 0.43483941760922085, -0.4389283412435006, 0.358236437128974, -0.17151662969263368, -0.41448330390015453, -0.27291250581381415, 0.09125865821493002, 0.08284603562971474, -0.030897732158413297, -0.15947598963705426, 0.0037565337093925467, -0.1416436906608724, -0.47151138171947166, -0.1808139907976846, -0.4629548002847114, -0.17124814565926022, 0.3486999806432105, -0.7175217994952681, -0.6134531078596442, 0.14170127351765088, -0.4831808891219805, -0.20517366104267412, -0.3481319064418471, -0.40168224742597536, -0.13420278217685117, -0.39835640324665844, 0.027796364396214468, 0.15230429176927876, 0.5971450518416608, 0.14326849097369068, 0.25138340862062714, 0.054238059167518074, 0.021028042895584007, -0.4276893755057218, 0.4132052662808469, -0.33742651493053305, -0.09248772231915571, 1.5755818699111994, -0.42757157850978733, -0.2559451544155802, -0.5359887639730629, -0.21199671415047247, 0.0383348274993258, -0.2878969166625814, -0.0001776208305849984, -0.2743800458813482, -0.013945753491434948, -0.5141811240586897, -0.460915901815878, 0.2835500599293864, -0.2646082044128247, -0.26594107019341573, -0.05649109229969259, -0.20928217958428266, -0.3298765813826762, 0.024182303266500015, -0.41566291189590204, -0.1996081995134318, 0.20050548615743471, -0.04145379342871543, 0.5185141356725553, -0.3926317179718239, 0.022526678063543817]","[-0.012488547819861348, -0.25275440935894977, 0.6009755251526444, -0.5684898233457005, -0.4078204202014598, -0.40491234602636245, -0.4544807227952721, 0.7760832635335688, -0.17906008753842892, 0.1561064855400795, 0.8868654233842337, -0.06739313779247517, -0.14912418986385695, -0.17874828972771775, 0.02476863535926278, 0.936670297928393, 0.0293834579053729, 0.71274379770986, 0.055305994029861666, 0.4081691008571933, 0.2554327880116474, -0.4718644502923937, 0.1391117255877956, -0.3180210723068961, 0.5873526526131668, 0.3704927067377312, -0.5475910968761586, 0.2609482557393743, -0.5081681285838618, -0.18848758043100097, 0.3117753766331406, 0.04957388728691194, -0.3295501732932715, -0.2713532619593064, -0.3953198177834323, 0.04415816377951457, -0.2783211791893086, 0.08144900725996192, -0.21042269327927676, 0.5095108081154776, -0.6515637047499859, -0.45599633498096015, -0.447560095459855, -0.0024969418360186032, 0.1432180777683112, -0.2679827112168446, 0.057210895587665844, -0.02398139064595593, -0.057445856909994805, -0.1703054741140703, -0.26423315705216244, -0.14052459120398467, -0.0429127575867624, 0.2007475138815278, -0.28937777475184523, 0.10044302700495486, -0.27682638605678844, -0.14673020082044286, -0.07576914186467261, 0.14149592779508932, 0.42115017470312277, -0.16219804427019105, 0.48848835144528363, 0.5376978614460538, 0.041530061102544875, -0.5116915565452216, 0.775427417166927, -0.6451810960032598, -0.13354551036263523, 0.04392654352315976, -0.20882010370372475, 1.113123846667369, -0.3472437613883123, 0.1648939537588226]",Sucrose
84,mhb100,16,"[0.45573334711689334, -0.27945242102473117, -0.3854838224812535, -0.324710900053861, -0.4339532155720274, -0.4295677865199936, 0.14125269536226412, -0.1879834247140523, -0.07637957177824835, 0.19535239851377417, -0.5063150674554123, -0.6281000875028886, 0.14846575157903374, -0.5511660401387336, 0.2311557322778733, -0.008127825929090738, -0.3720168122487259, -0.5617380883122732, 0.27737660218451343, -0.45303593759185307, -0.46644804519780037, 0.11742639133924535, -0.46762132095743075, -0.4853956329079127, -0.15489799042647995, 0.2351329727275197, -0.010706548152870386, 0.819719283394082, 0.3260438869848772, 0.4947230514583236, 0.9266532883693612, -0.7213155502861645, -0.5707051527159257, 0.04261563109731422, 0.6651117532829622, 1.2974042353938218, 0.34879099767758964, -0.26074425926241124, -0.28994402166674266, -0.27346822410341026, -0.25883567157259085, 0.515722555940653, -0.47465476646967253, 0.7189532764067962, 0.8062958181994884, 0.42873665228886226, 1.46707299431413, 0.6727055371991446, -0.6666511246245682, 0.16584011442515453, 0.7204679987045068, 1.130074214664335, 0.378872562596011, 0.21339023222422454, 0.6912066789619867, 0.16395482244370466, 0.31069552982673687, -0.4768154220178206, 0.5996024394673579, 0.656902661521914, -0.19336204146168198, 0.05482419862928117, 0.9243391778897901, 1.0589419555080148, 0.5605147256345683, 0.24885966153168892, -0.9168556992300524, -0.27692515669048556, -0.6512876468297094, -0.6063730423263093, -0.48591745530525565, 0.6102908448182948, 0.9172735518165552, -1.513291223731473]","[0.11285539926051803, -0.08536497240474969, -0.29610983641963734, -0.4196647470492413, -0.20886594627850713, -0.2923932035102265, -0.05073199649629733, -0.0015707273500136685, 0.16333464322596997, -0.45902847123861573, -0.38609136443586134, 0.22305350431440366, 0.21213948350285333, 0.04786330854201565, -0.25084112472014625, -0.5362488947270428, 0.324076179151339, -0.35158058377544, -0.38639016506150703, 0.30509542238150916, -0.034319686973088674, 1.6557210230564492, -0.9455937488508663, -0.5823335855828974, -0.21721805028005198, -0.14629244801865268, -0.3686666575950404, 0.02500436945534397, -0.14011174658827172, 0.06755252444411325, -0.44896819199061566, 0.22198406562003667, 0.5342256399367104, -0.3033593245972433, -0.005889616541743329, -0.6685716139516141, -0.003265009783829181, -0.9993401796441982, 0.43852181285525715, -0.18521541260678195, -0.2975206599727664, -0.11849377760997364, 0.26765411774028774, -1.0370747080298124, -0.6449482210076234, -0.38656591390727657, -0.16952343279910514, -0.2644634803741989, 0.4969438465029559, -0.25617960804737616, -0.6870387423792003, -0.5913321564193408, -0.2507723588435408, -0.5483860399737237, -0.7465429087267756, -0.18151609650671632, 0.10604236421166013, -0.1368293560451523, -0.22222733179926948, -0.9719913033317659, 0.6811748205852605, -0.5287714219778357, -0.7843989895131344, 0.32574305179858193, 0.010929745965960457, 1.1591356137270796, 0.5965743704705617, 0.23172724437670184, 0.07331138650912113, 0.22526995094700442, -0.741412657377022, 0.3702316376485724, -0.6381290511684418, -1.8831400017626672]",Sucrose
85,mhb100,16,"[-0.3782714690152341, -0.19035000146593573, 0.2465571640519039, -0.13886429365006014, 0.0016086702714873465, 0.30156581708055225, -0.33319118167134715, -0.07307890990810106, -0.17783470960586006, -0.03828317699367428, 0.7386477291792611, -0.15936220511525098, -0.3800719442527613, -0.2720197899679337, -0.1800258995182233, -0.21438503364013758, -0.27686209107096604, 0.5038872770147912, -0.028382882548642848, 0.1960957837592083, -0.3179333914427458, 0.053731502460105, -0.5587355101722973, -0.4600093802862498, -0.8055584785398633, -0.38241926884416605, -0.22723962720770444, -0.6916094980206424, -0.5420488533083522, -0.4223964631243223, 0.12664823358262234, 0.731421511674821, 0.1669918838646771, -0.0628694296587294, -0.0905024182088211, -0.22658719815064043, -0.3294347580781318, -0.035903904277585226, 0.42196995494173983, -0.25316331530946123, 0.10376178178064048, 0.7190007656577775, -0.046513822684170536, -0.31779131360331087, -0.3174097071351108, -0.5234137099949354, -0.1840265630083556, -0.1905967191744542, -0.08244401932432861, -0.3437831436226616, -0.6694081484776225, -0.14486005522623394, -0.43480673278836907, -0.34157167954979306, 0.710459102404856, -0.08420613838414455, -0.4264228981376948, 0.029675781361081007, -0.3357604669099799, -0.6574611783071944, 0.26226123996937223, -0.5372415019822674, -0.28781889067407124, -0.2549596964004512, -0.6472431021573747, 0.2289344418945277, 0.46798561571670044, -0.8291807374864631, -0.04282038605634227, 0.6480553820513822, 0.5667125044451985, -0.6986763373835322, -0.029268491173674593, 0.4837735222891373]","[-0.2530560784053549, -0.2667994712473525, -0.1268209032089952, -0.13465905159511599, 0.9240686356673267, -0.21287932146704258, -0.05961180993420634, 0.6434466434803967, 0.04686652917495, 0.765142504902678, -0.23546971106748557, 0.8708548273300711, -0.061829053122446145, -0.4514801806924007, 0.34345043686077065, 0.2962050022534931, 0.5297447636811617, -0.02746807113075412, 0.564454834201497, 0.012234038864990674, -0.31681662402259336, -0.5783807386951234, 0.3007172274147282, -0.183275260604616, -0.48723125409506973, -0.4429767691668884, -0.14718522469454853, -0.26676705631402925, 0.9851429305971531, 1.101011922738735, 0.1246687600504112, 0.3534192165067346, -0.2898615138313536, 0.761632395503006, 0.4422303043575044, 0.36589596412677455, 0.4794946492370571, 0.11572226550896544, 0.457717806886847, -0.7665415638815846, -0.1752177011509346, 0.07598212946148468, 0.9315642728140574, 0.9064196733346794, 1.01150468275252, -0.057084973787398074, 0.2408227139844332, 0.9199469948405986, -0.37300611021284, 0.8767941509632695, 0.7280699707710582, 0.517851996613338, 1.3788242283334349, 0.4312788304132786, 0.9220312332622135, -0.0655835638264831, 0.3411982845020018, 1.110943205589785, 0.3724378494355102, 0.02528094525798623, -0.16024565529087514, 0.056206584774633, 0.11542922942729539, 0.20835624696802735, 0.6705827198431293, 0.6570549150560857, -0.40387229975667943, 0.395951362969416, 0.4542682577355646, 0.08410329054975911, 0.3821987686006856, -0.20741239158416355, -0.14119496154025524, 0.4002512734277054]",Water
